card_id,fam
C_ID_e7edc57eed,67
C_ID_25808497aa,73
C_ID_61093e8608,61
C_ID_baf6fb00e1,65
C_ID_e6853b52d2,73
C_ID_7f13cb6233,62
C_ID_3a3895f8f8,71
C_ID_78916b0ff9,66
C_ID_14ffaa572b,43
C_ID_5e6186c1f0,70
C_ID_478c241575,67
C_ID_0671f4addc,29
C_ID_4584a96504,68
C_ID_4d3fda4e9b,65
C_ID_13ee171015,66
C_ID_e0f1e9dc63,63
C_ID_4a960e7931,65
C_ID_49dad7c1a0,68
C_ID_e0d6fc42bf,54
C_ID_4159598be8,67
C_ID_c66ba35b35,66
C_ID_816002089d,56
C_ID_00c27c9424,68
C_ID_a971ff955a,62
C_ID_5975bec749,62
C_ID_685a6f2c12,70
C_ID_8823444083,64
C_ID_43e4051a1a,56
C_ID_f8a1e5d15b,63
C_ID_6564e49d89,64
C_ID_b2ed73781c,61
C_ID_fdb7845e2d,73
C_ID_599a4ec3f6,60
C_ID_d266adafba,68
C_ID_d33c108e86,61
C_ID_238dafb2f0,56
C_ID_2e6b75a05f,63
C_ID_c4a8d0b8a4,53
C_ID_9612df1e1d,60
C_ID_a6fa19c101,69
C_ID_51f6496d0a,69
C_ID_d852cb8733,66
C_ID_9a4acacdf0,67
C_ID_b523be03d2,72
C_ID_de104bb299,67
C_ID_cb43446d14,68
C_ID_d30b604973,30
C_ID_4d4322e2e8,70
C_ID_d5e8f4370d,65
C_ID_3c64937c5c,60
C_ID_25f8303c38,43
C_ID_e2b1e94e8f,67
C_ID_a2643a1a1e,41
C_ID_10334fa38b,55
C_ID_be9317c1a3,71
C_ID_554a5a245c,30
C_ID_289f28a3a6,71
C_ID_7f461d50ea,71
C_ID_caba85436f,73
C_ID_e52a57804f,66
C_ID_ee666f5f17,64
C_ID_fc85b548a2,51
C_ID_5c0b3c56fa,60
C_ID_aa5725371a,64
C_ID_1f62699a6a,67
C_ID_3d4c34c4ba,62
C_ID_30732d8c47,69
C_ID_7c628841cb,60
C_ID_7bde7c9db8,68
C_ID_2bec393547,71
C_ID_bac82da0d0,69
C_ID_59b6a85002,69
C_ID_66ab3c5538,69
C_ID_bbf52295e9,60
C_ID_7dd5aac54e,72
C_ID_4f5b645490,60
C_ID_ee64c4c8b4,68
C_ID_8d3e444541,47
C_ID_047dd527f5,45
C_ID_30b39facf5,63
C_ID_35648601b0,63
C_ID_4ea35983f8,69
C_ID_ebc511302e,71
C_ID_033e9259b3,67
C_ID_78247ddf0a,70
C_ID_4bf203c984,63
C_ID_1e5fb3d6d9,62
C_ID_fa52e59780,72
C_ID_fb6bea9144,61
C_ID_3863cc5ed6,60
C_ID_b75a81ba6c,56
C_ID_d8ecf94d50,64
C_ID_ec7f7416c1,64
C_ID_45e54717fc,69
C_ID_408d1df5b4,60
C_ID_9a5dfad79b,68
C_ID_1e2f77223c,61
C_ID_abc128bf40,72
C_ID_c04ef849a5,62
C_ID_25c9c5c053,51
C_ID_2daadd113d,59
C_ID_95cadc3b33,68
C_ID_4de4ba776d,71
C_ID_d6fa4fa489,69
C_ID_15bc256725,44
C_ID_5f2fca45ef,59
C_ID_3ba0b12a56,68
C_ID_7a9058ca55,70
C_ID_c26f1c03cb,56
C_ID_dc4b170b58,63
C_ID_99a0fea4bb,71
C_ID_98c64ab120,36
C_ID_2aca815387,62
C_ID_7178032d11,58
C_ID_c10cbe13ae,73
C_ID_94dff7f2ec,71
C_ID_25d3a8417d,56
C_ID_865b3dfeb8,71
C_ID_66d7912762,72
C_ID_752180ced7,69
C_ID_9b93509c0c,68
C_ID_d7679fae4e,62
C_ID_f10008fd78,67
C_ID_a16d2a6f36,54
C_ID_d4896e2d2e,72
C_ID_cb475b4256,66
C_ID_cf3730e3f1,72
C_ID_97d5f4b897,57
C_ID_7d06be9af1,56
C_ID_9b76b6fe7c,22
C_ID_e75b23b579,59
C_ID_8638d2daab,55
C_ID_8e8a3a2137,66
C_ID_3f7d319214,63
C_ID_e3e54bb49a,71
C_ID_db713f6ea7,62
C_ID_0e18bd46a7,41
C_ID_6f5aa67532,73
C_ID_bccd7476b9,65
C_ID_bd50597844,69
C_ID_7f3c73bfcb,56
C_ID_20982c0fce,64
C_ID_a84bbecda5,62
C_ID_9a2b177019,56
C_ID_071000758c,66
C_ID_92f9ca20e2,73
C_ID_0e7d410813,68
C_ID_20771f8160,64
C_ID_429ae68ead,30
C_ID_aa78897d59,54
C_ID_175d9749b6,62
C_ID_b95f80488c,61
C_ID_53c3b19873,72
C_ID_242cc39c55,72
C_ID_f420b4ed40,64
C_ID_cfa20352a6,61
C_ID_5f889b192b,54
C_ID_dfd290815a,62
C_ID_c1d64695fd,70
C_ID_6bac5c0921,71
C_ID_1989b235a5,57
C_ID_3ead490ff8,37
C_ID_b35e527db0,68
C_ID_201f139d08,66
C_ID_4eec3b94d4,70
C_ID_83d9c29688,70
C_ID_c36b5faa2f,69
C_ID_bc29a9d30c,62
C_ID_977d2dea7b,67
C_ID_f5c3e722fe,72
C_ID_25c179e49f,73
C_ID_9ae8e1ed13,68
C_ID_920c8957cf,72
C_ID_41e566c0c1,59
C_ID_da87d07744,66
C_ID_9ec1db2d7c,69
C_ID_e38cf2c0c8,58
C_ID_c3f935460f,24
C_ID_35ba334232,54
C_ID_056a9cbeca,66
C_ID_79036d30b1,35
C_ID_9f33bf273c,67
C_ID_cf101f7124,65
C_ID_27c9f8081c,66
C_ID_63fadc8038,66
C_ID_4b1f5e4a6f,49
C_ID_1320f2dea0,69
C_ID_fad808eaa8,69
C_ID_4471caac0b,72
C_ID_bb498fec14,63
C_ID_44d5f98e03,54
C_ID_36d3e87647,64
C_ID_b62f002097,41
C_ID_5eaa420e72,68
C_ID_e8cca98ffb,68
C_ID_01fed0e712,55
C_ID_8c14620a0c,70
C_ID_a7374f03ba,59
C_ID_684d83e4dc,60
C_ID_d3e40a2bab,69
C_ID_93c36c91b3,57
C_ID_b29af74ea7,53
C_ID_55bd870a03,61
C_ID_fb5a1ba7b4,70
C_ID_2423eeac22,70
C_ID_0286f20040,57
C_ID_6f2db059cd,62
C_ID_2b7d5a5ae2,61
C_ID_3e7607aa00,69
C_ID_822068e038,72
C_ID_3c24f2ec7b,66
C_ID_fb2c2bc145,71
C_ID_617ef798bd,72
C_ID_f7ee6495b5,69
C_ID_3550c07eab,71
C_ID_33b985515b,60
C_ID_fea1acc217,62
C_ID_8f1466fa94,59
C_ID_bc8fa51f4e,69
C_ID_27ecaf6a37,28
C_ID_87383d8e87,50
C_ID_a316e7735c,57
C_ID_7dba279cc1,52
C_ID_7ff49efc8f,73
C_ID_e1bc01b1ac,69
C_ID_793bcd683f,59
C_ID_11f259cc06,69
C_ID_64ccc9a5c7,73
C_ID_52d0848ccd,68
C_ID_20cbdb53c1,59
C_ID_e338a86baf,71
C_ID_23e5803992,67
C_ID_76d73a3c42,73
C_ID_f7ed95d8a2,59
C_ID_dd6724b6a5,64
C_ID_26873267b3,68
C_ID_d49da55d31,49
C_ID_e20c0b6f71,71
C_ID_b1e00c93d9,66
C_ID_5355fa7f2d,73
C_ID_3425067e44,72
C_ID_757f64dce7,70
C_ID_35009830de,46
C_ID_93fd8ebd18,69
C_ID_f2ba5ebdf7,57
C_ID_25bab3f35e,70
C_ID_15c3e2d34c,47
C_ID_8098b0bd3a,70
C_ID_cba24e2974,65
C_ID_462eac1fb7,71
C_ID_9b898643ed,61
C_ID_51b65a4107,72
C_ID_2e93395093,65
C_ID_272f18f281,60
C_ID_856e1eebab,68
C_ID_0c52b54c05,72
C_ID_524a3aba1e,73
C_ID_0b631d52e4,72
C_ID_a5efa15b6a,49
C_ID_7d94ae86b4,72
C_ID_f665948e77,46
C_ID_3620780e38,68
C_ID_6f98b6bf6d,68
C_ID_5e48a32a84,58
C_ID_9ea9111e3b,42
C_ID_475b01d4f9,72
C_ID_424ea54847,69
C_ID_5b97622c6c,70
C_ID_d1e7879b24,66
C_ID_46b7b7119c,69
C_ID_6493221493,65
C_ID_34cc02569d,43
C_ID_0eecf47eb7,49
C_ID_f81a55fefb,61
C_ID_83fc30506a,55
C_ID_b1186e0610,73
C_ID_0a1219f239,57
C_ID_9483b8ebb6,73
C_ID_a5c7d4a9cc,66
C_ID_c36de27067,53
C_ID_c662a6e9d9,54
C_ID_29f6d5498f,72
C_ID_7bff78b26b,69
C_ID_e9359195af,58
C_ID_92f8efb3a9,73
C_ID_5ceb9e54ac,69
C_ID_7467481f97,63
C_ID_03e573ef21,54
C_ID_17df5bf712,50
C_ID_713fe657f5,66
C_ID_7b2c87ab9a,60
C_ID_543c8b0dfb,52
C_ID_da882b16b4,49
C_ID_2372d22761,63
C_ID_49b7aa96ee,37
C_ID_f2479490ad,50
C_ID_f810870323,64
C_ID_65dc4cd7cb,46
C_ID_323104119d,72
C_ID_9ce7307e6a,63
C_ID_fa98d2de72,64
C_ID_1564a68c81,59
C_ID_1ebe4d992f,70
C_ID_6a8c049b06,55
C_ID_40ff4ba407,70
C_ID_7231c86f48,19
C_ID_21b249714f,67
C_ID_cb11155e45,61
C_ID_93ace65c1e,70
C_ID_4c4458a16e,68
C_ID_ff7eb0a707,73
C_ID_f1aef3e8ee,67
C_ID_348e151aec,71
C_ID_f2a37bf28d,68
C_ID_35a240f107,60
C_ID_e51551ba65,65
C_ID_c50b6f25e9,60
C_ID_14d8dbea73,43
C_ID_a875805d37,60
C_ID_8818ce956c,47
C_ID_f8b886170f,69
C_ID_ab3670d5e0,57
C_ID_c24614be1a,55
C_ID_61cdacb792,66
C_ID_59ceea258b,64
C_ID_682f6f1ae7,69
C_ID_fd7b4e05fa,71
C_ID_a1400697a2,19
C_ID_85101a837a,49
C_ID_456fb94811,69
C_ID_e41a6b0d88,62
C_ID_6b8631435e,68
C_ID_500ffc52a2,65
C_ID_8fdb1b4d0e,71
C_ID_5811ce9d03,70
C_ID_c4e71f5932,56
C_ID_66dff03df8,69
C_ID_3efa10af2f,72
C_ID_4e6d19f8b2,49
C_ID_b015f2f880,70
C_ID_09d4692159,55
C_ID_f06d582c20,71
C_ID_0a9a30162f,59
C_ID_5b45ec5b85,53
C_ID_7095352045,71
C_ID_850533bbee,73
C_ID_cd0cd49aa0,28
C_ID_f124392f3f,55
C_ID_ab660e383d,70
C_ID_b057510dd5,73
C_ID_c3cb1de1ee,65
C_ID_fe49e6d5b6,65
C_ID_eba80f9b87,49
C_ID_f5a0944cc3,57
C_ID_d0c806e63f,72
C_ID_4753824658,65
C_ID_2fde3bbe81,71
C_ID_548e0505c0,73
C_ID_a4b9e6d868,72
C_ID_b4b999f0a9,57
C_ID_e0e5c61cb6,72
C_ID_6f6cbc264a,62
C_ID_1f929086ad,61
C_ID_580f78a351,73
C_ID_fd24b79795,67
C_ID_72d3490027,35
C_ID_7de9bf0b54,53
C_ID_69fbaa08ae,62
C_ID_a7bfc88e06,70
C_ID_abdb0f4c2a,72
C_ID_7b43a556a3,71
C_ID_556a4d1385,68
C_ID_7157e891e0,69
C_ID_7ef121ba04,70
C_ID_363e545198,68
C_ID_abeddce90a,71
C_ID_ed4b4d288b,73
C_ID_4b51ad8c82,50
C_ID_8fde9c2984,70
C_ID_6fa72bfc8c,68
C_ID_2d100d0bdb,57
C_ID_df64542b3a,67
C_ID_ce67e9bd52,67
C_ID_4c13de7edd,62
C_ID_1c635a920c,65
C_ID_606b4b1f2d,72
C_ID_cc179c7f44,67
C_ID_02f9c5437a,69
C_ID_64c9312059,66
C_ID_a9a58748b9,72
C_ID_b53975d6cf,53
C_ID_8f2d422614,55
C_ID_146f7f0a1a,65
C_ID_77ac26fd6e,8
C_ID_59890f381d,55
C_ID_bcacba338a,63
C_ID_60c70435af,67
C_ID_3526b02c9c,58
C_ID_5ede40db5d,66
C_ID_1cea1aad4b,68
C_ID_2c53cad798,73
C_ID_4f82b6c127,64
C_ID_9a771ea424,70
C_ID_70f940d494,62
C_ID_8529130855,68
C_ID_08793054e7,71
C_ID_421edfd6bd,55
C_ID_63ccad0e18,58
C_ID_a2a38c1c15,69
C_ID_4e3dd74594,51
C_ID_ec5b653788,58
C_ID_1fa020ee06,66
C_ID_c5994c6d25,62
C_ID_d173e970e4,72
C_ID_130d5720be,71
C_ID_8a83891e80,68
C_ID_29218e2f06,70
C_ID_ab12910032,73
C_ID_0e5be4865a,45
C_ID_2c2b638aea,68
C_ID_41c693e515,60
C_ID_db8a18a723,67
C_ID_49879d1d1b,66
C_ID_810ceaa6ad,70
C_ID_dc63f745f6,56
C_ID_24a890d707,67
C_ID_985a38ca8e,43
C_ID_6fe9faf8b7,53
C_ID_235dacea6a,64
C_ID_bf86ca17aa,68
C_ID_bbc09d76a5,67
C_ID_59f283737b,59
C_ID_5a9401149f,27
C_ID_b879ab7afd,61
C_ID_356a3d400f,66
C_ID_713533a9a8,68
C_ID_fcb76a567f,66
C_ID_b1033dc9d8,66
C_ID_3e2dbb4be7,70
C_ID_29a633ce92,73
C_ID_a5df83d250,72
C_ID_c1737cf84f,70
C_ID_df0a0a6184,70
C_ID_443172b43a,31
C_ID_9c59b7744e,61
C_ID_fdfff2019b,64
C_ID_60aebb685e,73
C_ID_5eb35e6813,68
C_ID_202583183c,66
C_ID_a369499c2f,45
C_ID_1cdda7dd36,59
C_ID_10b1397bb4,42
C_ID_623ef261f9,60
C_ID_592ae2f4e4,62
C_ID_d3a31da682,42
C_ID_e9d0ea2604,63
C_ID_b8de64d5a5,68
C_ID_21bf582875,68
C_ID_5483740f6a,67
C_ID_6bff3e4520,69
C_ID_b1581bbdec,72
C_ID_f4ad116813,71
C_ID_410bc0149c,62
C_ID_a895776d0e,73
C_ID_17d4964f52,66
C_ID_660e9e0c16,24
C_ID_98a60b4bda,73
C_ID_9734c9102c,68
C_ID_d1108ee2bd,66
C_ID_80acf68295,73
C_ID_5e779c4c00,62
C_ID_5dbeba2cb5,60
C_ID_fe200694de,66
C_ID_1d1473fc9f,62
C_ID_743ccafaef,57
C_ID_408fce14c7,67
C_ID_037d9ef1db,66
C_ID_6e03bbba1a,43
C_ID_c60cc05caf,57
C_ID_c0a46af076,70
C_ID_d61401cf85,52
C_ID_297d338a34,55
C_ID_dd60390b77,59
C_ID_6a8843b3e9,58
C_ID_14ba84d260,71
C_ID_7cae15c066,69
C_ID_bfe0f8392e,57
C_ID_ded6f5554f,62
C_ID_3735089628,63
C_ID_bfba592523,43
C_ID_e0db5d1ef6,73
C_ID_d690f5a272,60
C_ID_b19bdadded,63
C_ID_c2474bb26b,47
C_ID_326921d263,54
C_ID_b1b140a938,70
C_ID_77e8ba119a,70
C_ID_016bad1f79,64
C_ID_cd9f55fbe9,63
C_ID_67bb4c2952,63
C_ID_42380791a9,64
C_ID_0c14f98695,58
C_ID_04a384a543,68
C_ID_a3494c5162,67
C_ID_e6381f4acc,62
C_ID_8e2573b78e,47
C_ID_8bec0b849a,71
C_ID_a72c8bb310,57
C_ID_e75c810533,62
C_ID_075890528a,68
C_ID_c94666f4e5,49
C_ID_171208cc34,72
C_ID_3bf1aa89e2,72
C_ID_687114a652,72
C_ID_5315eda998,72
C_ID_ca8c6f2731,64
C_ID_b1b4d91969,55
C_ID_809dd00014,59
C_ID_567456a9a9,42
C_ID_84cb56e3f7,73
C_ID_869337f0fd,55
C_ID_6c2b436557,70
C_ID_9bcd2f7603,68
C_ID_bc4b28b563,67
C_ID_a7771c0c0a,71
C_ID_04ff81e123,40
C_ID_06daf1c609,38
C_ID_8ed82d7703,67
C_ID_bac550f384,66
C_ID_02d68a094c,63
C_ID_8454132066,59
C_ID_bac22ba563,70
C_ID_36c9a406a2,61
C_ID_7ff7d10235,48
C_ID_b67f2215e8,60
C_ID_c4ecac80b3,66
C_ID_10f8b4ff5d,61
C_ID_6101158630,60
C_ID_a79c2976c2,69
C_ID_051f7856af,60
C_ID_7b79d91989,71
C_ID_51dafbb161,52
C_ID_90658bab25,68
C_ID_a3a4cf8c52,72
C_ID_c4fb461b75,67
C_ID_8744415765,63
C_ID_0c89a28e5d,69
C_ID_2a220bbd27,73
C_ID_cb28e43fd3,66
C_ID_12dcce4e47,71
C_ID_4d164e5926,70
C_ID_c98b64296d,53
C_ID_d28f606231,63
C_ID_dcef75a4cf,70
C_ID_7df2722659,39
C_ID_cdb968bf62,68
C_ID_257e4c4e62,68
C_ID_6931e277ec,70
C_ID_760b84a299,69
C_ID_8470987b54,50
C_ID_20b42bb01d,70
C_ID_c4c01944f7,69
C_ID_350ce042b5,57
C_ID_e08a0f329e,57
C_ID_9445d06611,58
C_ID_2a11fb47d1,49
C_ID_2a30c098ee,72
C_ID_c6d9d585a6,68
C_ID_e191da1417,72
C_ID_2a0ae05d5b,67
C_ID_e7914a48ee,71
C_ID_77a1c2e644,70
C_ID_6df3ed09e0,73
C_ID_4036b34db3,73
C_ID_c7a3027722,73
C_ID_29a195bc9d,63
C_ID_0b08fc524c,50
C_ID_ed26dba6d9,70
C_ID_d22e4d142e,66
C_ID_c24a03cfe1,65
C_ID_99e06950cd,58
C_ID_3ba8ed371c,72
C_ID_7bbd8278b7,64
C_ID_82598b5a12,63
C_ID_e854c26582,57
C_ID_f82046a7e5,71
C_ID_f4a1db43cc,66
C_ID_750db4dc37,70
C_ID_4a2689d49c,71
C_ID_883a91ab3e,62
C_ID_975373ad13,54
C_ID_aeb2394b43,31
C_ID_2dd0cd01cf,72
C_ID_01f5450dc3,72
C_ID_74fa2db568,69
C_ID_4580808723,49
C_ID_f8eb4bf357,71
C_ID_4932785237,70
C_ID_e6836bcc6a,53
C_ID_44cef4fc4d,63
C_ID_da6a4c4442,69
C_ID_2fb9bd0e10,55
C_ID_dadb89aeb9,64
C_ID_23006fca1d,68
C_ID_140a6997f6,62
C_ID_81f2ee6f93,68
C_ID_cb8a4259c5,66
C_ID_45553f379e,65
C_ID_b1ac958725,71
C_ID_820614c1ca,68
C_ID_5b4e5e40e0,62
C_ID_658521fd34,60
C_ID_8540e4d2e7,59
C_ID_ba7d264337,69
C_ID_d881abba76,71
C_ID_864d27652f,62
C_ID_84752ef4ec,73
C_ID_afaeb57177,62
C_ID_96517b5430,61
C_ID_eb79e794f2,65
C_ID_8c5e9c7cf7,60
C_ID_2f5242ee9b,62
C_ID_502747ed94,55
C_ID_2ecb555f96,46
C_ID_41f9d1338e,71
C_ID_ada012c5cc,60
C_ID_25e8384ab9,65
C_ID_e2e1ef85d9,69
C_ID_84bf1c7d27,53
C_ID_d632e1430b,65
C_ID_5dfa494f82,72
C_ID_b1e08f54c3,70
C_ID_b7a6e60f0f,61
C_ID_75268676cc,48
C_ID_bee10d212f,63
C_ID_fd59c48607,62
C_ID_543074a111,73
C_ID_f94077648d,53
C_ID_eb3462aae8,73
C_ID_340f8dc8e2,66
C_ID_a7cb3b7967,70
C_ID_6cb9e7049b,10
C_ID_623d60b11b,73
C_ID_07b0a0c47c,72
C_ID_a7a7a42e6a,67
C_ID_b37a745ba1,66
C_ID_d3b35c1d33,53
C_ID_bff5a82871,60
C_ID_844eef370f,55
C_ID_4afb1ddc54,69
C_ID_97200547a9,65
C_ID_e8c7db4ed4,64
C_ID_0242c6d809,67
C_ID_787ba1b6d1,60
C_ID_9350048797,70
C_ID_d5b4263975,71
C_ID_0e3d75c645,60
C_ID_e6894758af,71
C_ID_0e55d989b2,33
C_ID_ef4f7d551e,59
C_ID_381ecd176b,64
C_ID_dc57286348,71
C_ID_2c9872d30e,66
C_ID_71da7fe46c,68
C_ID_1ca7463568,65
C_ID_b332bc3c87,47
C_ID_04a94df831,63
C_ID_4c0eeccb3e,72
C_ID_bf8524aea3,71
C_ID_79b61727b7,65
C_ID_438c665310,67
C_ID_c9340d45c4,71
C_ID_0a87420778,64
C_ID_7039b5bf0f,67
C_ID_7f2f0372bf,3
C_ID_4820428d0f,65
C_ID_7f3eca1543,65
C_ID_15a53df989,60
C_ID_176018dd26,56
C_ID_44338be77c,70
C_ID_9c5bad2637,68
C_ID_3a9af4791a,73
C_ID_0ca4334f55,70
C_ID_9c3454c3ce,68
C_ID_af0de28a43,71
C_ID_5a5c450978,64
C_ID_703dedd8f4,66
C_ID_cef20f11ea,65
C_ID_12a3b9ac6d,70
C_ID_868ba6d2bb,72
C_ID_61020147ad,54
C_ID_f858ee6724,67
C_ID_3256156147,72
C_ID_bd6cedcb3f,36
C_ID_e209d59a8b,69
C_ID_8551bb38db,66
C_ID_4ae392a469,62
C_ID_df5b5615f6,67
C_ID_bc134fa088,72
C_ID_e41c025c6f,71
C_ID_73c1fc517e,56
C_ID_8e674b9545,68
C_ID_ad1aaed7b3,67
C_ID_a3b8ba6d96,67
C_ID_adcf294030,68
C_ID_6f9a9fd33e,59
C_ID_90c0f293f1,65
C_ID_0b2ace2637,52
C_ID_d1ea4e0fe9,61
C_ID_526a7e1194,69
C_ID_4e72582861,65
C_ID_eb8a68f652,61
C_ID_53d96dac3b,55
C_ID_d1b7f90ba0,59
C_ID_69e06fc363,73
C_ID_a7c2bfc3cc,53
C_ID_109a2ec548,66
C_ID_2540d8985e,69
C_ID_ef8717b835,68
C_ID_725820ffac,71
C_ID_0cba6461b5,54
C_ID_2e06ccd9ba,64
C_ID_ec1f956d53,68
C_ID_42926f7bfd,69
C_ID_2f64df4c0c,49
C_ID_05fd97abda,68
C_ID_34cf341bd0,43
C_ID_0f65352b54,65
C_ID_070e5f1674,30
C_ID_5c164fc9c6,49
C_ID_479cf2b3be,66
C_ID_66053efee2,73
C_ID_4687423929,70
C_ID_cb97c12ce2,58
C_ID_f54f2923ad,60
C_ID_5e01a90de2,62
C_ID_2b9bec2030,31
C_ID_55d74c1f11,36
C_ID_b70dd88799,64
C_ID_eca0e106d7,65
C_ID_a558e907a9,65
C_ID_58ab26d7d7,69
C_ID_a35e0f49c7,68
C_ID_3565d69423,51
C_ID_f9b368b664,72
C_ID_e19e4e66bf,63
C_ID_5ca6971d0d,61
C_ID_8e0ff5ca03,57
C_ID_62340d2e16,69
C_ID_179404d2b2,66
C_ID_01cf96f365,47
C_ID_4e43111362,66
C_ID_4865d4dec3,58
C_ID_92f2d014d3,46
C_ID_61a0629432,73
C_ID_7d5b6f1a5b,66
C_ID_e589b337a7,70
C_ID_f772b66ece,63
C_ID_56ec24cbdd,58
C_ID_4d9cdf409e,62
C_ID_b65ec37ed9,70
C_ID_e2b84efe0a,62
C_ID_048858bd64,73
C_ID_550b4767d3,58
C_ID_26ccce072f,64
C_ID_13c1e370a2,47
C_ID_77dd84c85f,69
C_ID_eeed232fbc,47
C_ID_9520a8d62b,56
C_ID_29617fc6b6,64
C_ID_42cbbeacfc,68
C_ID_905d35c170,73
C_ID_754a116251,63
C_ID_3fba24a10b,63
C_ID_fc27db6a58,61
C_ID_548bc8a4b4,73
C_ID_ac9b4a4dbf,59
C_ID_a641a63687,68
C_ID_727d743071,69
C_ID_eb1852c5d5,68
C_ID_7db3daf02f,70
C_ID_9b72e68dfc,44
C_ID_05468b21c3,71
C_ID_09677ea914,28
C_ID_8ec624fe45,73
C_ID_9a5d19f659,60
C_ID_8c24851c6f,56
C_ID_8321d2898e,65
C_ID_964da07cc8,63
C_ID_06dd679ae8,61
C_ID_9f217f6dd6,63
C_ID_875c1b2adf,72
C_ID_160152096b,70
C_ID_2b76605271,57
C_ID_4c1c3340cc,70
C_ID_57f3beab19,57
C_ID_f2a51f3904,71
C_ID_46a284b2c6,67
C_ID_206ff58110,72
C_ID_a93df29f2c,62
C_ID_63aead85c6,64
C_ID_17f7903cef,39
C_ID_9e89bb1e5c,57
C_ID_e00efe3db7,66
C_ID_de0337580e,62
C_ID_86a0c9b50d,69
C_ID_d94d9dc811,53
C_ID_63141d5378,61
C_ID_985607ddb0,41
C_ID_46201c91f0,71
C_ID_73aa58a6ce,65
C_ID_d68d49d787,60
C_ID_1a5343d7d3,68
C_ID_dcf8ab21f2,47
C_ID_312ac68b84,69
C_ID_bd16240f2c,70
C_ID_d11378dd24,69
C_ID_edeb12ff24,65
C_ID_78015213f6,62
C_ID_b000f4c830,69
C_ID_30c043bc38,49
C_ID_d73730b85a,64
C_ID_7c248115a6,73
C_ID_d7853c1400,55
C_ID_94a8797f71,64
C_ID_cddfeff5a5,67
C_ID_3fdbdb5489,73
C_ID_fd0658cfcd,56
C_ID_1880d848a7,68
C_ID_d0c37e386f,70
C_ID_8be0333288,60
C_ID_5ff57ce84c,48
C_ID_18bf216f7f,59
C_ID_66c7cb5f9f,61
C_ID_7e0612c544,58
C_ID_67ff0a4a60,54
C_ID_b1e78ed266,69
C_ID_28f389bfeb,56
C_ID_9991b982f8,54
C_ID_f21e1c2925,60
C_ID_5b98ebe338,44
C_ID_7f0fc6c0ea,71
C_ID_192c9fa8cd,67
C_ID_ee49a03b54,65
C_ID_8780e0b3ad,62
C_ID_63fab8931c,43
C_ID_9903be196e,70
C_ID_8746f6f3ee,62
C_ID_88ebaef263,61
C_ID_fb74e064ed,72
C_ID_e9210285e8,63
C_ID_c6e6ff6349,69
C_ID_0132e03be0,61
C_ID_b251ad61a1,64
C_ID_393c3f93ed,68
C_ID_75e476c509,73
C_ID_78ade21240,65
C_ID_df41e0bb4a,64
C_ID_486b0556a4,69
C_ID_298998e8b2,66
C_ID_35d5c7937a,64
C_ID_281b6a0b46,46
C_ID_4dc9cc9808,66
C_ID_1f54344294,63
C_ID_2e2076b07c,61
C_ID_5e1cd4fb7f,71
C_ID_cee1a890c1,71
C_ID_3bd601ba7f,70
C_ID_fb6ce8ccc0,68
C_ID_eaeaf3b6e2,70
C_ID_7b63769c52,72
C_ID_34dc2eb2c4,66
C_ID_1e93353d7f,52
C_ID_d8aa3506c8,66
C_ID_5a05dda21d,66
C_ID_8ed79e7665,66
C_ID_8a49f84ddc,70
C_ID_2058d492a1,62
C_ID_76fa15021b,54
C_ID_90d5dc8e7b,53
C_ID_fbbbc5b85f,63
C_ID_b34b40ae19,72
C_ID_d644bdc34e,60
C_ID_ce1d62fcd4,48
C_ID_5c5bcad76d,68
C_ID_8127bcc49d,64
C_ID_9e3e2fa911,53
C_ID_006eba059d,64
C_ID_0243b19853,62
C_ID_f7ea8bdd74,54
C_ID_dcbd5a5b15,44
C_ID_446e9f758e,61
C_ID_507f1dda2c,41
C_ID_82c24e9aaa,70
C_ID_2ac4397397,62
C_ID_d43388c0b7,73
C_ID_de08f3f855,71
C_ID_ed11590a8e,38
C_ID_763148e910,65
C_ID_209aadabe5,19
C_ID_0e09b684b7,58
C_ID_17c9415631,73
C_ID_275beb8b51,71
C_ID_19c96f77d7,58
C_ID_1a43b4eac9,62
C_ID_7966c6a948,59
C_ID_4600c505ff,70
C_ID_e97cb4b9f5,62
C_ID_f142411285,69
C_ID_059a4c2045,73
C_ID_d9def63cdd,70
C_ID_da54be9a46,71
C_ID_f3ecb30ca0,71
C_ID_bd29284ec1,70
C_ID_8d61866055,44
C_ID_9a09a0ff6d,54
C_ID_3f5e16a255,71
C_ID_3b9fe59c29,61
C_ID_8b4f2bd558,56
C_ID_2a8b07937d,71
C_ID_5383e2ef2f,56
C_ID_fa2c2467d5,69
C_ID_5f37d732b8,35
C_ID_fa4ee7db49,57
C_ID_601d0ae2fb,57
C_ID_25f26d1bfb,62
C_ID_a584d6a1b4,72
C_ID_1ebcd1c303,73
C_ID_99094a13b3,70
C_ID_ba0e29879e,61
C_ID_fd546873db,66
C_ID_9180aee740,73
C_ID_ddc5806cef,70
C_ID_963f50c22b,73
C_ID_f9e81f84e3,73
C_ID_4d24531de6,60
C_ID_35ffff5662,64
C_ID_9d541bb6c5,64
C_ID_70c33f5cac,61
C_ID_df8e653bd5,58
C_ID_f332df8d71,61
C_ID_0a2407baee,68
C_ID_30173ab6df,71
C_ID_373c36e144,64
C_ID_e52542aa55,68
C_ID_876afe0025,57
C_ID_6b8ec38fa5,65
C_ID_a13accc06f,65
