card_id,max_installments
C_ID_e4f53d8510,8.0
C_ID_6233a3ea32,1.0
C_ID_75c6d6b17a,0.0
C_ID_0511f53aea,1.0
C_ID_d31c3e5d24,0.0
C_ID_e36447f666,10.0
C_ID_5a82822f4c,0.0
C_ID_99cd2618a6,12.0
C_ID_547f58b7cb,1.0
C_ID_f30b292c62,1.0
C_ID_166ce849b8,3.0
C_ID_2d6b21ee6c,10.0
C_ID_825b7f6abd,4.0
C_ID_bb1593ade7,4.0
C_ID_225450c29e,1.0
C_ID_2f147e6d11,3.0
C_ID_91ed471e2f,10.0
C_ID_d7e31cfd21,0.0
C_ID_5145d3b61a,1.0
C_ID_f917e10d56,1.0
C_ID_c91f28ca70,3.0
C_ID_0512d44a4e,5.0
C_ID_52cbf64a6e,10.0
C_ID_a5ca1fb5ee,1.0
C_ID_097a47b992,12.0
C_ID_715c154be6,12.0
C_ID_dc6e1a98e0,1.0
C_ID_79013653cd,5.0
C_ID_a4f5cb8422,0.0
C_ID_7aa9096dc6,1.0
C_ID_1a2e8e5237,12.0
C_ID_ba306cb0df,12.0
C_ID_56c8c6d6d8,0.0
C_ID_b63d8a2659,10.0
C_ID_548455efff,5.0
C_ID_e671bd81c7,3.0
C_ID_80ab42f507,5.0
C_ID_223f19179a,0.0
C_ID_7425c4ec91,10.0
C_ID_1e27b4d22b,10.0
C_ID_5d3044a6c2,5.0
C_ID_634dbec0ce,10.0
C_ID_f0b3f0b24a,4.0
C_ID_e027b64c3a,3.0
C_ID_9ce57cd5cc,0.0
C_ID_1c7cb6fd0c,1.0
C_ID_78f7060d4d,1.0
C_ID_44e9087cb0,10.0
C_ID_04f461c306,12.0
C_ID_2b2bdeba20,3.0
C_ID_14cab5ef59,4.0
C_ID_5ec8efaa5c,6.0
C_ID_2433780792,6.0
C_ID_13330f6a32,12.0
C_ID_52a9920d1a,3.0
C_ID_cb8e27e42a,5.0
C_ID_6a6f75cfc7,12.0
C_ID_4052709eeb,0.0
C_ID_b63573e555,0.0
C_ID_769b156485,1.0
C_ID_f1ab1d89f4,0.0
C_ID_111aed2df0,0.0
C_ID_f77517beb7,5.0
C_ID_7d4e6fbed1,12.0
C_ID_7641ad4454,3.0
C_ID_72b06babcf,12.0
C_ID_3326d1f365,0.0
C_ID_f286a03a57,12.0
C_ID_dd2412ea9f,12.0
C_ID_ae5366c560,0.0
C_ID_ac7bc0868d,10.0
C_ID_81e798bccf,0.0
C_ID_aa05e2f458,5.0
C_ID_b05e7440d6,6.0
C_ID_bb761913c1,0.0
C_ID_d4c06d4e62,10.0
C_ID_f60b818b6a,1.0
C_ID_48369c042e,6.0
C_ID_5d7cfd85c0,1.0
C_ID_759aa54d27,3.0
C_ID_a1738e223c,1.0
C_ID_303bed9c26,1.0
C_ID_c2df5ead4f,10.0
C_ID_c3666db3ef,12.0
C_ID_5a48a1e92a,1.0
C_ID_03425d6bb2,0.0
C_ID_f3b7ecc0b9,1.0
C_ID_fc16936714,0.0
C_ID_5b468157c2,1.0
C_ID_d2f2791645,0.0
C_ID_ba06774dab,1.0
C_ID_f805db5188,0.0
C_ID_7ce8bcf727,10.0
C_ID_9ac7405e70,1.0
C_ID_86abc96566,4.0
C_ID_5b93f231ae,1.0
C_ID_00d53efb76,0.0
C_ID_2dafde6271,0.0
C_ID_bf97dd77cc,3.0
C_ID_95f4e88aae,4.0
C_ID_1a62f82f23,12.0
C_ID_2063619570,10.0
C_ID_c0273b9d1e,10.0
C_ID_d853e1ec5e,1.0
C_ID_4f4ab01f1e,6.0
C_ID_0ee70fb7c9,3.0
C_ID_b95f006966,1.0
C_ID_ec6d8ea58a,0.0
C_ID_87afca2b86,4.0
C_ID_405dc0b49e,0.0
C_ID_59e7290e8c,1.0
C_ID_4108842ac4,0.0
C_ID_b8176b3e9e,1.0
C_ID_8469b47798,1.0
C_ID_6a2cf85e32,0.0
C_ID_52a7edde6b,9.0
C_ID_6f61004001,3.0
C_ID_8f23b20a5a,1.0
C_ID_7a7ef8808e,6.0
C_ID_9998cdf44f,1.0
C_ID_5114c51d6f,4.0
C_ID_8575124853,0.0
C_ID_b9f0e1cf02,1.0
C_ID_709510677f,0.0
C_ID_d779e447b8,0.0
C_ID_42081479e8,10.0
C_ID_89a5982e2c,10.0
C_ID_1b636c50ca,1.0
C_ID_1f9937dddb,3.0
C_ID_d8c9ab9a14,0.0
C_ID_2b6b83efbc,5.0
C_ID_e3e87909d6,5.0
C_ID_a914c43ee0,5.0
C_ID_6af55346bd,0.0
C_ID_bfa37d34b9,4.0
C_ID_e058543d5c,0.0
C_ID_4507bdd6c6,5.0
C_ID_1a49d46668,5.0
C_ID_624265259d,6.0
C_ID_e17aad8802,0.0
C_ID_8ad4ccc0c8,10.0
C_ID_dc69faeb47,0.0
C_ID_d0121b958c,5.0
C_ID_f27b2f74c5,0.0
C_ID_97f94477fb,6.0
C_ID_4043a1c7ed,1.0
C_ID_4acb0d61da,1.0
C_ID_200063dae2,10.0
C_ID_2f5c6061a1,5.0
C_ID_d5ff32495b,10.0
C_ID_d40a89f8d0,10.0
C_ID_3ab5c99cd9,1.0
C_ID_206310042f,4.0
C_ID_9a47497f18,8.0
C_ID_5b84ab448c,0.0
C_ID_bbab125fe0,10.0
C_ID_f90a2d3731,0.0
C_ID_a6b15f2034,0.0
C_ID_b9479aab4f,12.0
C_ID_75c583e28b,0.0
C_ID_0f9ba7ff37,1.0
C_ID_1a628e1ce2,999.0
C_ID_43a796d1a5,0.0
C_ID_6f0b89a102,0.0
C_ID_e53325f5eb,1.0
C_ID_bb698e2cac,4.0
C_ID_c902cedf49,0.0
C_ID_f7d1e2c9bc,1.0
C_ID_1ef473383b,10.0
C_ID_8ca7702df9,2.0
C_ID_95f54dbc52,10.0
C_ID_8cc960997c,3.0
C_ID_905c08e44b,12.0
C_ID_610161ec69,10.0
C_ID_c957ede80a,1.0
C_ID_518c1a9230,1.0
C_ID_bd29590202,0.0
C_ID_670b281819,1.0
C_ID_eb9dfafdcb,7.0
C_ID_64601c1070,2.0
C_ID_025f869259,4.0
C_ID_2915e5f16f,2.0
C_ID_987d0d9ddb,1.0
C_ID_18b604632d,6.0
C_ID_1d84330241,0.0
C_ID_44daff41ed,4.0
C_ID_3224d68f53,12.0
C_ID_74285f1175,12.0
C_ID_8107d5ce0f,2.0
C_ID_002780b4cf,1.0
C_ID_354eb40c76,10.0
C_ID_0f632a01f4,1.0
C_ID_e325f55531,0.0
C_ID_011a82fbb5,1.0
C_ID_456a221d05,1.0
C_ID_7fc8c38e69,3.0
C_ID_50e2412d6c,0.0
C_ID_997665e1fd,3.0
C_ID_e1e5605a4f,0.0
C_ID_733edce1a4,3.0
C_ID_215d61be1a,2.0
C_ID_4c98907bf0,5.0
C_ID_c70c337601,3.0
C_ID_4a95566532,6.0
C_ID_58e5e69682,10.0
C_ID_502c6ad737,10.0
C_ID_9040cfb75e,10.0
C_ID_f3a54193e7,6.0
C_ID_899df1811a,1.0
C_ID_78fa1e7aa0,1.0
C_ID_9b5d494be9,10.0
C_ID_dac2e4be6a,1.0
C_ID_8354063ff8,1.0
C_ID_bb546fa937,10.0
C_ID_b3048a9305,4.0
C_ID_30ccb7d51f,12.0
C_ID_092e775295,1.0
C_ID_d46332006c,0.0
C_ID_588bdd3394,4.0
C_ID_72db4334e8,10.0
C_ID_4cc87e9d01,4.0
C_ID_54393088ac,0.0
C_ID_9df8a703df,10.0
C_ID_c0fe4da722,6.0
C_ID_36cf3b2bab,3.0
C_ID_10a42a8538,10.0
C_ID_40d4a13bb3,12.0
C_ID_01b01e23b1,1.0
C_ID_286d056286,10.0
C_ID_f4501e7b69,1.0
C_ID_35a4616e32,4.0
C_ID_ee595e3cb9,10.0
C_ID_1d2d047a1f,1.0
C_ID_db6a34dec3,5.0
C_ID_7e623f2687,10.0
C_ID_5a3db416dd,3.0
C_ID_cac64b3407,0.0
C_ID_7090df4dcd,6.0
C_ID_e79ccb9e2d,3.0
C_ID_2477ee5a73,12.0
C_ID_5ce4e81634,10.0
C_ID_0d30c68e29,1.0
C_ID_142b3b8c8d,5.0
C_ID_399df8430d,1.0
C_ID_c69801910d,4.0
C_ID_da528e9e3f,3.0
C_ID_7474584408,0.0
C_ID_3a94404a6c,10.0
C_ID_7dcd5b1915,0.0
C_ID_d69dad2380,3.0
C_ID_a9902358b8,0.0
C_ID_6382d728fd,4.0
C_ID_2ac9f1c943,6.0
C_ID_d1d966d788,0.0
C_ID_36df6e6952,10.0
C_ID_7f5a00f16e,0.0
C_ID_64cd6d6d43,0.0
C_ID_3d04f3f424,4.0
C_ID_d41c23608b,3.0
C_ID_428ae71856,1.0
C_ID_00fd09d0ba,1.0
C_ID_8828258d07,12.0
C_ID_5244c12d51,1.0
C_ID_03e52585ab,3.0
C_ID_be1b941f81,1.0
C_ID_1fff36f356,5.0
C_ID_bff9245f83,1.0
C_ID_38a729e61d,1.0
C_ID_78734cee97,0.0
C_ID_4c4d658411,3.0
C_ID_d97e9223dd,0.0
C_ID_8f84682333,3.0
C_ID_8730088488,5.0
C_ID_927ef7b5a6,2.0
C_ID_abc3b7136d,1.0
C_ID_10cdb1dde9,3.0
C_ID_50d1ab6197,6.0
C_ID_05c5665062,1.0
C_ID_29fa5cb576,2.0
C_ID_5155480154,2.0
C_ID_3992e89666,1.0
C_ID_7f61e8fa01,10.0
C_ID_16f1d6097e,0.0
C_ID_eb67686c89,0.0
C_ID_dde585cbee,6.0
C_ID_b6c8e2dfe7,3.0
C_ID_3003bdb71c,1.0
C_ID_d85a20f3eb,0.0
C_ID_1994cb26ea,1.0
C_ID_d36b9827b9,4.0
C_ID_7757f082c1,1.0
C_ID_8ff0f28217,5.0
C_ID_7e08fb8198,10.0
C_ID_3bf3e1470a,6.0
C_ID_5100c0aab2,12.0
C_ID_8da920ca4d,2.0
C_ID_fe7d0f6c06,0.0
C_ID_59e090c8d5,1.0
C_ID_8eb4a9eaf6,7.0
C_ID_ed7506dfc6,1.0
C_ID_f6dade42e3,0.0
C_ID_925b2a44c4,3.0
C_ID_62a1f04499,10.0
C_ID_624d4ce293,0.0
C_ID_d5139d62db,3.0
C_ID_e45bf033f7,0.0
C_ID_3eab56fede,4.0
C_ID_5218db08b4,0.0
C_ID_e909ebc2f2,1.0
C_ID_43f0b0ae5f,12.0
C_ID_cfea76d6b5,12.0
C_ID_9f5240cc76,6.0
C_ID_41049f8506,3.0
C_ID_ffd9ac55a8,3.0
C_ID_a171b33f24,7.0
C_ID_a9333c6df2,10.0
C_ID_58156ba4d7,5.0
C_ID_9e0e3b0286,11.0
C_ID_075a2403c5,10.0
C_ID_f7c9e1d32a,3.0
C_ID_d5b86a5b33,4.0
C_ID_6db4900747,12.0
C_ID_e8dcd8bb7c,3.0
C_ID_9a4d303ce5,1.0
C_ID_279e67aff4,10.0
C_ID_fa211c6552,10.0
C_ID_bbce601d8d,4.0
C_ID_ebcb27ab79,1.0
C_ID_f3e1555253,5.0
C_ID_6fb805974d,12.0
C_ID_6b9e120f01,5.0
C_ID_5a6c00ffd0,0.0
C_ID_6dadbeef2b,5.0
C_ID_aa5f6219c6,999.0
C_ID_1da53547d5,6.0
C_ID_d62228b634,1.0
C_ID_eada2a17f7,1.0
C_ID_0890e4575b,3.0
C_ID_19d1d045e7,10.0
C_ID_d98f24aea8,10.0
C_ID_f346418265,2.0
C_ID_5091c65b1b,10.0
C_ID_17c391e9af,10.0
C_ID_d9c4abc7f1,1.0
C_ID_dbcf1e7929,1.0
C_ID_cde575225e,3.0
C_ID_3d547a58c4,1.0
C_ID_7b3b86619d,1.0
C_ID_6c9def1109,2.0
C_ID_6c6cdadeba,0.0
C_ID_74cc34970f,1.0
C_ID_924c3fbe85,3.0
C_ID_2ec5902ebd,12.0
C_ID_8abd7fc96e,0.0
C_ID_132ac07d60,2.0
C_ID_263c9ae7c5,1.0
C_ID_1eefb1509c,0.0
C_ID_5c062f4931,10.0
C_ID_c6fecbbcda,0.0
C_ID_6531288445,10.0
C_ID_ae741d2d24,6.0
C_ID_af9179eadd,3.0
C_ID_eb77e6f981,1.0
C_ID_7288ad245b,5.0
C_ID_2dd65d432f,3.0
C_ID_23a8b214db,0.0
C_ID_b5fb7cd18a,3.0
C_ID_1c5d073830,4.0
C_ID_f7aa6b21c2,0.0
C_ID_6f974ac989,0.0
C_ID_af912c5938,0.0
C_ID_35165253a7,0.0
C_ID_7a520627e7,2.0
C_ID_0d761bbce9,1.0
C_ID_d6e0c0eb09,6.0
C_ID_8d61cc1263,3.0
C_ID_b57fd6c4b0,12.0
C_ID_b145086d7b,10.0
C_ID_bb970ed8b4,1.0
C_ID_14615d1265,1.0
C_ID_614be39818,10.0
C_ID_b20c90950d,12.0
C_ID_b01ce9d4ae,5.0
C_ID_7bfa8738d1,0.0
C_ID_da36461c2b,0.0
C_ID_38e27deeb2,10.0
C_ID_b26e874248,1.0
C_ID_76bf5ae3ac,1.0
C_ID_b9981f9a01,12.0
C_ID_d2573fb367,1.0
C_ID_5c4510b181,1.0
C_ID_6622109faf,0.0
C_ID_304c3c59e8,1.0
C_ID_04272d4f25,12.0
C_ID_bcb90c6b7b,0.0
C_ID_7f661d8571,4.0
C_ID_331aa9f1ec,0.0
C_ID_0062ce3771,0.0
C_ID_7426006ceb,1.0
C_ID_fec345ba5e,0.0
C_ID_baf5733447,1.0
C_ID_4f466e479b,1.0
C_ID_620344adb7,0.0
C_ID_367d2f6629,1.0
C_ID_c5a4c105b2,0.0
C_ID_a6ba9edf76,3.0
C_ID_33f9f65bf0,3.0
C_ID_b545aa9715,3.0
C_ID_80cb2f338b,0.0
C_ID_c6e3c3b2bb,0.0
C_ID_d7a5335318,6.0
C_ID_682c81b569,0.0
C_ID_4240222cbf,1.0
C_ID_1d690a83a9,3.0
C_ID_6a2fc6e63d,12.0
C_ID_026367ca60,0.0
C_ID_36280a6526,6.0
C_ID_ff3c3f9c26,12.0
C_ID_28222cffcf,1.0
C_ID_ffe688fd68,12.0
C_ID_5cab5e0d78,2.0
C_ID_0c0ac3b435,4.0
C_ID_df566948d6,1.0
C_ID_f05abf8d04,8.0
C_ID_3be97b6be8,0.0
C_ID_5901530cac,1.0
C_ID_e6f91d5df6,3.0
C_ID_d20dfe1c1d,8.0
C_ID_9f56230029,1.0
C_ID_9c203b57a1,0.0
C_ID_dbefd26d3e,5.0
C_ID_4656552000,2.0
C_ID_f78fc61485,3.0
C_ID_fd7f86fdba,1.0
C_ID_593974ed94,0.0
C_ID_49fe582be2,0.0
C_ID_359121400e,12.0
C_ID_765e209728,2.0
C_ID_ccb6f9afe8,2.0
C_ID_0196f3cd46,0.0
C_ID_2b3f750134,5.0
C_ID_f42c8e3e2b,10.0
C_ID_32a27735d7,10.0
C_ID_575785f2ea,12.0
C_ID_31e50da762,10.0
C_ID_d816ab2dca,0.0
C_ID_c966b614b2,0.0
C_ID_031b2fda88,0.0
C_ID_8532ce7c99,5.0
C_ID_f3435f9905,2.0
C_ID_d7bff92fe9,5.0
C_ID_6198c2725a,6.0
C_ID_0ae9423629,0.0
C_ID_9f8ff62a50,12.0
C_ID_cb6ddab4d2,10.0
C_ID_ca31ffc681,1.0
C_ID_712f3a53d9,6.0
C_ID_12dbc55e17,2.0
C_ID_6431879652,0.0
C_ID_f52d6f9d12,0.0
C_ID_618569bf82,3.0
C_ID_3078c9e781,12.0
C_ID_92c9c6e5cc,1.0
C_ID_f2b77895f3,2.0
C_ID_b7548ef1c1,0.0
C_ID_81c90ebeb9,1.0
C_ID_a3f0840756,12.0
C_ID_7a6941654f,4.0
C_ID_328efaebb5,0.0
C_ID_9f98a03568,1.0
C_ID_7a9420f695,0.0
C_ID_bb95d11b5d,6.0
C_ID_7d2257cc49,0.0
C_ID_514cb845e2,1.0
C_ID_d06b768a0e,0.0
C_ID_d8fb9b54de,6.0
C_ID_f507429a55,0.0
C_ID_418a482a05,1.0
C_ID_a3609ae5b1,3.0
C_ID_233a4ec0b8,5.0
C_ID_fc7ae3992b,1.0
C_ID_40e5e62e85,3.0
C_ID_4e91503165,4.0
C_ID_e0f3e124c9,0.0
C_ID_d5e929fb2f,0.0
C_ID_05097bee6e,10.0
C_ID_cecaeeab34,1.0
C_ID_af2f4144fc,1.0
C_ID_7fdbccbb97,1.0
C_ID_1509137a3b,0.0
C_ID_c053808cab,1.0
C_ID_4c4ce4a72f,9.0
C_ID_de64053b9b,1.0
C_ID_3cf7908feb,0.0
C_ID_c3161032e8,12.0
C_ID_f681a1c0ad,1.0
C_ID_55efb85ac2,5.0
C_ID_87540bd169,3.0
C_ID_86b36798af,0.0
C_ID_c23a3b3eb2,10.0
C_ID_2c1198bd76,12.0
C_ID_c3b043a823,5.0
C_ID_fc829f701d,12.0
C_ID_5abee0d123,1.0
C_ID_44fd9a876b,0.0
C_ID_0d94f82c17,2.0
C_ID_0215122fa6,1.0
C_ID_75b1f97f5b,10.0
C_ID_25d3a95421,1.0
C_ID_559aaaccd5,5.0
C_ID_f4e5e9f38a,1.0
C_ID_772181965b,3.0
C_ID_ca369746b4,8.0
C_ID_80eb89ac97,3.0
C_ID_acb52cc6a8,0.0
C_ID_6fff4ac0ca,12.0
C_ID_f198ed06dd,10.0
C_ID_68d70e8689,1.0
C_ID_34886c2891,4.0
C_ID_33a7b8365b,8.0
C_ID_be8184e044,12.0
C_ID_e77a0673fc,1.0
C_ID_62bbceb005,10.0
C_ID_5ed81e61cd,4.0
C_ID_411ae693b0,4.0
C_ID_d39a60ad29,4.0
C_ID_e47158a05c,10.0
C_ID_d1952cf906,8.0
C_ID_44cb9f0ebf,2.0
C_ID_f1b15661b4,0.0
C_ID_0ac5a2ed79,0.0
C_ID_146e99bc27,0.0
C_ID_459e559db1,0.0
C_ID_82a24564b8,0.0
C_ID_583854e5cb,6.0
C_ID_2f650b8cb6,4.0
C_ID_ee26924a83,0.0
C_ID_91f3af42fa,0.0
C_ID_0b08823f71,6.0
C_ID_04ed3d85a7,6.0
C_ID_76a43bb790,1.0
C_ID_38c7f13d78,1.0
C_ID_bf6fa83969,3.0
C_ID_5b37478a76,3.0
C_ID_95141ec41e,4.0
C_ID_e60d7baa55,4.0
C_ID_620594f6ff,7.0
C_ID_8d2d82c54a,1.0
C_ID_f6b58af06c,5.0
C_ID_839f7f60d4,1.0
C_ID_7013d5e0c6,3.0
C_ID_2e91236075,2.0
C_ID_c5f595ec1f,10.0
C_ID_904e59895c,10.0
C_ID_6f5e76b59b,12.0
C_ID_3421f57581,1.0
C_ID_7b48170004,5.0
C_ID_99316f0128,5.0
C_ID_acc98b67a1,1.0
C_ID_777249b6fc,8.0
C_ID_13cdb6609f,3.0
C_ID_4093a0bc8b,8.0
C_ID_be47607dae,10.0
C_ID_9bb764ae62,10.0
C_ID_94b0b17544,12.0
C_ID_fa6974359f,12.0
C_ID_385cd3850a,2.0
C_ID_04a8ec694e,12.0
C_ID_fe51e48db4,0.0
C_ID_6c2a135220,0.0
C_ID_4ad09e1bdd,3.0
C_ID_912365205b,4.0
C_ID_535d902630,10.0
C_ID_40bd182a54,1.0
C_ID_ac281ec18a,12.0
C_ID_049c1aa292,1.0
C_ID_0d13b44c44,10.0
C_ID_535b92c514,1.0
C_ID_701712281d,10.0
C_ID_d15b4214d9,1.0
C_ID_38d7f0d4fe,2.0
C_ID_73cd058c60,4.0
C_ID_348040ed56,12.0
C_ID_09c4303950,0.0
C_ID_6d4d9fc059,2.0
C_ID_6e6a518fc2,6.0
C_ID_ceca6acc6d,12.0
C_ID_29262bb725,3.0
C_ID_afdd883432,5.0
C_ID_26f4da041c,6.0
C_ID_411108a7c0,4.0
C_ID_07a4ea0c5a,10.0
C_ID_f31a12a842,12.0
C_ID_b1e3c460cf,3.0
C_ID_5cc4f49fee,0.0
C_ID_eda8f6626e,0.0
C_ID_a22d06882b,1.0
C_ID_30aaa7d0e1,0.0
C_ID_a1b67c7014,4.0
C_ID_81db73b0a6,0.0
C_ID_96baa4a3c4,1.0
C_ID_3dfd8f9eea,10.0
C_ID_95f065f626,0.0
C_ID_753e50a84a,2.0
C_ID_faff1d0fb6,1.0
C_ID_7aed43bc81,0.0
C_ID_289cabcacb,6.0
C_ID_1ee145057f,0.0
C_ID_3b168d3d39,0.0
C_ID_7c67e65333,1.0
C_ID_64ba2f7d83,10.0
C_ID_0007fe3157,6.0
C_ID_645a7373df,12.0
C_ID_45858ada7e,0.0
C_ID_dff1458a6d,1.0
C_ID_258afc248f,0.0
C_ID_d8cd646fdf,1.0
C_ID_4e06d30c2a,9.0
C_ID_7f750048c9,12.0
C_ID_ac5341e4f3,6.0
C_ID_b06e1ba098,1.0
C_ID_43d59f0794,12.0
C_ID_ca1c8cccb3,10.0
C_ID_dbdae7b424,10.0
C_ID_2cade15019,0.0
C_ID_dac68a804e,1.0
C_ID_cbb155a882,0.0
C_ID_9fbb33bf85,12.0
C_ID_11788455ce,6.0
C_ID_ee0527e1ee,1.0
C_ID_df655f5604,6.0
C_ID_9da93033df,0.0
C_ID_74cac1ceb9,0.0
C_ID_112d4a3218,0.0
C_ID_995f83f25b,8.0
C_ID_9a56bc4b6c,0.0
C_ID_873793afa5,6.0
C_ID_beebbe90ee,5.0
C_ID_ad9cf5b8ce,10.0
C_ID_ba6c8880e0,6.0
C_ID_717797e0de,0.0
C_ID_dc95e9571a,10.0
C_ID_780efac230,6.0
C_ID_037a76dba1,10.0
C_ID_559b60da38,6.0
C_ID_9fb3ebf943,6.0
C_ID_8175beba4a,6.0
C_ID_10f9a417bf,4.0
C_ID_175828d691,12.0
C_ID_79d5b46b62,0.0
C_ID_874afd5b02,0.0
C_ID_5081b7e2a0,1.0
C_ID_3835d8e756,10.0
C_ID_8ee3cec346,0.0
C_ID_084910474e,3.0
C_ID_426d0e57f1,5.0
C_ID_e0c3f895c3,1.0
C_ID_d8a1e0f177,12.0
C_ID_b8acada465,1.0
C_ID_9cc9847585,6.0
C_ID_d6cd700c24,1.0
C_ID_e42be9d228,6.0
C_ID_5a169d6fbe,10.0
C_ID_8b2970171c,12.0
C_ID_ccb35a15f8,2.0
C_ID_98febd4031,3.0
C_ID_cbfbc63fd6,1.0
C_ID_f0d5be5f26,1.0
C_ID_f8560f125a,10.0
C_ID_4d7d21aa66,12.0
C_ID_1ce195728a,1.0
C_ID_b875ca8e58,2.0
C_ID_f69885ad09,6.0
C_ID_b14c8a7d36,3.0
C_ID_27253e6de2,5.0
C_ID_352898b660,1.0
C_ID_02bad9c0f6,1.0
C_ID_a990ed1a05,0.0
C_ID_0e9a5ec815,3.0
C_ID_336c1c878d,1.0
C_ID_6a897c73c4,10.0
C_ID_465c3fa38e,1.0
C_ID_124cec5798,12.0
C_ID_026cb25282,3.0
C_ID_ce2d32f1dc,1.0
C_ID_9c61e70f5f,5.0
C_ID_1821fed43a,0.0
C_ID_15f911e45b,5.0
C_ID_c84cad9284,6.0
C_ID_dcadc2486d,4.0
C_ID_1382bfecf7,8.0
C_ID_89bb058ea4,4.0
C_ID_4bb585c920,1.0
C_ID_c97955a5bb,1.0
C_ID_1d9f757d5d,0.0
C_ID_7bc0fa4597,1.0
C_ID_2208dd4a8f,11.0
C_ID_085e685c7c,2.0
C_ID_ba112af8c4,1.0
C_ID_8315d92808,1.0
C_ID_9404142dbd,12.0
C_ID_43677feed9,1.0
C_ID_b6e51ec952,0.0
C_ID_1693c2b0c1,10.0
C_ID_e6b1b93125,4.0
C_ID_5762e9497a,8.0
C_ID_0f8549702b,10.0
C_ID_badff84397,0.0
C_ID_9d801df8af,1.0
C_ID_184d28ba39,9.0
C_ID_1810ce56f8,1.0
C_ID_ffaced5b31,1.0
C_ID_6763def4a3,0.0
C_ID_0f23f1b95a,0.0
C_ID_f955faa7dc,1.0
C_ID_3bf7b76af4,1.0
C_ID_cc5d8658f8,5.0
C_ID_7ed7091cf5,9.0
C_ID_d4b521d22c,12.0
C_ID_25c215180d,0.0
C_ID_c64457c164,6.0
C_ID_9425eabd18,6.0
C_ID_c43f7fec85,2.0
C_ID_fa37f2782f,0.0
C_ID_8ba8f91fb4,6.0
C_ID_1151dd1c42,1.0
C_ID_1c1d4c8613,2.0
C_ID_6ade3e0de0,0.0
C_ID_b34e22ae09,6.0
C_ID_aeaf7ede92,10.0
C_ID_efb3703c38,0.0
C_ID_ec1b4870ce,1.0
C_ID_45ae2d1d4f,4.0
C_ID_9329b4918c,10.0
C_ID_42dba9a452,1.0
C_ID_f37243bd6b,12.0
C_ID_e864b1b1bb,3.0
C_ID_6d2688f495,3.0
C_ID_7fe5f6a070,1.0
C_ID_d993ebfe72,0.0
C_ID_ab2a4ab442,12.0
C_ID_cced959a0b,6.0
C_ID_2c4175b876,1.0
C_ID_5454f82f52,12.0
C_ID_b2c14383e3,0.0
C_ID_de5a6719d6,6.0
C_ID_7735c8b3e5,0.0
C_ID_95dc2eedc7,3.0
C_ID_628873db01,5.0
C_ID_1fcc88d205,3.0
C_ID_b119033224,6.0
C_ID_448a04daef,3.0
C_ID_a282772761,12.0
C_ID_b35dad5dbc,1.0
C_ID_a76e81cd43,1.0
C_ID_0cce6847b5,3.0
C_ID_3a78dbbbb9,10.0
C_ID_5a1fc3d691,2.0
C_ID_7d2a5c2552,0.0
C_ID_89743807de,4.0
C_ID_47bfa81fcf,0.0
C_ID_f619fd6afd,3.0
C_ID_a5b60ae3f5,1.0
C_ID_f013107d55,1.0
C_ID_f924260db7,0.0
C_ID_a52acc9619,1.0
C_ID_1b9e87440b,10.0
C_ID_a0b59f4881,11.0
C_ID_88f3bdb804,0.0
C_ID_8acf93526a,1.0
C_ID_bd7979d877,10.0
C_ID_438e122e6b,10.0
C_ID_ae1f71b6c3,10.0
C_ID_b6822fb926,6.0
C_ID_be1bc880ec,4.0
C_ID_df4782b55d,12.0
C_ID_b3cdc326a7,10.0
C_ID_c26784845b,1.0
C_ID_0d8fbc37dc,1.0
C_ID_917d721f44,12.0
C_ID_6002451613,12.0
C_ID_f79dea408e,12.0
C_ID_69796ade84,0.0
C_ID_60c1548d6b,0.0
C_ID_2cafd5fed9,5.0
C_ID_ecbc864e9e,0.0
C_ID_57eec1a8c0,12.0
C_ID_1837dde164,12.0
C_ID_3b38b806ff,0.0
C_ID_80ad5a9002,10.0
C_ID_361a4accb7,12.0
C_ID_5f36426916,6.0
C_ID_74aa1adac9,3.0
C_ID_cb4149fc27,12.0
C_ID_2887a5a6a7,1.0
C_ID_1e714bae15,1.0
C_ID_9f545b2230,4.0
C_ID_eacdf9a1c5,1.0
C_ID_26e050918f,3.0
C_ID_ebc141b2ce,10.0
C_ID_bf41fc129d,1.0
C_ID_99a421ce60,0.0
C_ID_d0f14451cc,0.0
C_ID_bea8e31728,1.0
C_ID_d530ebc3c9,10.0
C_ID_44e7afe61c,0.0
C_ID_13e4d263ea,5.0
C_ID_e7f7a58aad,0.0
C_ID_b26c51819d,10.0
C_ID_781246d69b,5.0
C_ID_ff1be0527a,1.0
C_ID_d88a756495,4.0
C_ID_a575be3024,5.0
C_ID_2b0bf5de9e,0.0
C_ID_68bd64da93,0.0
C_ID_153ce579e2,1.0
C_ID_6ce6f7e331,4.0
C_ID_939e85d571,6.0
C_ID_d62697b7a9,1.0
C_ID_52a750f2f8,2.0
C_ID_342405e1eb,1.0
C_ID_308360e226,10.0
C_ID_3c70d5d21c,10.0
C_ID_4b6d59dc78,1.0
C_ID_a3a0cbcad3,1.0
C_ID_08283cb100,5.0
C_ID_eec8436ed0,0.0
C_ID_092ba0346f,0.0
C_ID_eb71f537a3,1.0
C_ID_769a164fab,12.0
C_ID_cafef595c6,0.0
C_ID_19a2b3f0a5,1.0
C_ID_8af6d9c56e,0.0
C_ID_176fe56470,6.0
C_ID_a0aa149318,10.0
C_ID_e1b021716e,4.0
C_ID_abda824703,4.0
