card_id,category_3_is_A
C_ID_7516c5c7d2,1.0
C_ID_4fbf8dc1b5,1.0
C_ID_fc74dd5ad6,1.0
C_ID_a48b8064fa,1.0
C_ID_c48f0ce238,0.0
C_ID_b74a4726f2,1.0
C_ID_136c3c02cf,1.0
C_ID_c94d32b217,1.0
C_ID_1d38a24116,0.0
C_ID_f05457ccc0,1.0
C_ID_89b11f48e0,1.0
C_ID_8762326e9b,1.0
C_ID_f3e5442f6a,0.0
C_ID_3fa5bac5f9,0.0
C_ID_0ad25978b9,0.0
C_ID_b74eda74ca,0.0
C_ID_4bc0ace4a7,0.0
C_ID_b686df5f15,0.0
C_ID_b3346349cd,0.0
C_ID_87e6cad3ac,1.0
C_ID_cf7b81bda5,0.0
C_ID_68d9532c9d,1.0
C_ID_17711120f6,1.0
C_ID_291d948a92,1.0
C_ID_3c824b65d3,0.0
C_ID_2e6a2a98a6,1.0
C_ID_f716bf605a,0.0
C_ID_82bc924337,1.0
C_ID_c04bc1a85b,0.0
C_ID_99eca66d6a,1.0
C_ID_244c91c115,0.0
C_ID_bd03ee0457,0.0
C_ID_66d69cb2ef,1.0
C_ID_faa57363a6,1.0
C_ID_5e6f4bc1f6,1.0
C_ID_13699e18b6,1.0
C_ID_7d2d8dc0eb,1.0
C_ID_4f7c72425f,1.0
C_ID_a5d84dced3,0.0
C_ID_758c6b90fe,0.0
C_ID_1d7e5451e0,0.0
C_ID_d271815bfc,1.0
C_ID_6a99fb8d52,1.0
C_ID_1f01197a7f,0.0
C_ID_0540192178,1.0
C_ID_d24f96cfd0,1.0
C_ID_e290e93b89,1.0
C_ID_b22f3bd64c,0.0
C_ID_9ff5ab9be0,1.0
C_ID_b1a5e5a9b1,1.0
C_ID_0a31ca994f,0.0
C_ID_d6c87b8725,1.0
C_ID_839d577cdd,1.0
C_ID_aced9a3a61,0.0
C_ID_ad351b804e,1.0
C_ID_986d3a832d,1.0
C_ID_618421db7d,1.0
C_ID_2fe83ae579,1.0
C_ID_440b9303dc,0.0
C_ID_22c357c6ed,1.0
C_ID_d814652f07,0.0
C_ID_b044a38143,1.0
C_ID_81c61ef14c,1.0
C_ID_c12717af34,1.0
C_ID_a96f88dc36,0.0
C_ID_8b0f0d42f1,1.0
C_ID_c4fa0b9527,0.0
C_ID_c8c90159c6,1.0
C_ID_5f979a13a2,1.0
C_ID_f9f429c6f1,0.0
C_ID_f2c8c41a60,1.0
C_ID_69ad49aee8,0.0
C_ID_439bde187c,1.0
C_ID_217a485724,1.0
C_ID_0afd97dcb3,1.0
C_ID_0a55e36af8,1.0
C_ID_bce9e9e4d3,1.0
C_ID_ec9ee78d7c,0.0
C_ID_0e9f3c5cfd,1.0
C_ID_42d26153da,1.0
C_ID_8eacfd7136,1.0
C_ID_3240ceb7a9,1.0
C_ID_c55b0eae77,1.0
C_ID_fb7f17c1f7,0.0
C_ID_f707ee4324,1.0
C_ID_1822f7e978,0.0
C_ID_c267f64cf8,1.0
C_ID_ca434fdc9a,0.0
C_ID_2f3fc52fe7,1.0
C_ID_3d9019282a,1.0
C_ID_437ffd5695,0.0
C_ID_552c609aa6,1.0
C_ID_f467f10386,1.0
C_ID_d9c10a3093,0.0
C_ID_fb207c6f96,1.0
C_ID_ee4999a2c6,1.0
C_ID_fce1f402ac,0.0
C_ID_3752f1e865,1.0
C_ID_2ce1296398,0.0
C_ID_d133e1e7ca,0.0
C_ID_948732e636,1.0
C_ID_dda004178e,0.0
C_ID_c31a103bdc,1.0
C_ID_5317f29183,0.0
C_ID_621b564135,1.0
C_ID_c0d2e1b300,1.0
C_ID_97422a7240,0.0
C_ID_263defce11,0.0
C_ID_1bc778d996,0.0
C_ID_a58354ce18,0.0
C_ID_43df926845,1.0
C_ID_f09b8119ba,0.0
C_ID_91f64cc861,0.0
C_ID_23da340232,0.0
C_ID_30415f5bb5,0.0
C_ID_d34d7c0ba8,1.0
C_ID_0044b1e0e3,1.0
C_ID_aadf0097a3,0.0
C_ID_56901effe4,1.0
C_ID_06eaae453e,1.0
C_ID_6b805a9327,1.0
C_ID_42452242ad,1.0
C_ID_a71f7a3e6e,1.0
C_ID_370fcb0318,1.0
C_ID_19a433eadc,1.0
C_ID_cdd831bba2,1.0
C_ID_3c33eeeaee,1.0
C_ID_388bb8c543,0.0
C_ID_bfe8d338f7,0.0
C_ID_f332bc1380,0.0
C_ID_169790e443,1.0
C_ID_9201915e8a,1.0
C_ID_310a33e0bc,0.0
C_ID_7ec71e5aca,1.0
C_ID_a68aded99b,0.0
C_ID_354f2c33a8,1.0
C_ID_55ef1bdcf8,1.0
C_ID_e0900dd011,1.0
C_ID_a9c8ca67de,1.0
C_ID_75ce5b388a,0.0
C_ID_d57a4a55f0,0.0
C_ID_f9ea52a161,1.0
C_ID_80ec18f8ae,0.0
C_ID_093bba9ed6,0.0
C_ID_c3e1de95f2,1.0
C_ID_5f286d00ef,0.0
C_ID_3715363dfa,1.0
C_ID_a228d5575c,0.0
C_ID_afa584d54d,0.0
C_ID_01573f3b3d,0.0
C_ID_7846ddab1d,1.0
C_ID_176540d449,0.0
C_ID_e485fa54c7,0.0
C_ID_ca36450497,1.0
C_ID_274a5732f5,0.0
C_ID_749b7ab5bd,1.0
C_ID_f939d08c5e,0.0
C_ID_ddca911a9a,1.0
C_ID_ffdf8608e4,0.0
C_ID_b6d270298f,1.0
C_ID_55b6a18dd7,0.0
C_ID_07cd42c507,1.0
C_ID_7f195f1d77,1.0
C_ID_9a83f790f9,1.0
C_ID_48bf0e3df8,1.0
C_ID_4e6e5b579a,0.0
C_ID_799d5098c9,1.0
C_ID_f4cd260253,1.0
C_ID_fb226d41a0,0.0
C_ID_d001a19e9f,0.0
C_ID_311f575659,1.0
C_ID_f3221620f6,1.0
C_ID_bed1dad08a,1.0
C_ID_87da18b1b9,0.0
C_ID_218f4d0d7f,1.0
C_ID_5e3c99d9a9,0.0
C_ID_788ea76a1b,1.0
C_ID_596d63db61,0.0
C_ID_a55d375d49,1.0
C_ID_d093242054,0.0
C_ID_4cf632b337,0.0
C_ID_9554710e77,0.0
C_ID_faa196dd27,0.0
C_ID_f649fe6fd2,0.0
C_ID_4075f4a6f0,1.0
C_ID_1ffe0b6288,0.0
C_ID_2bba5161cd,0.0
C_ID_b94173642c,1.0
C_ID_aa07800de8,1.0
C_ID_42fdcfb0b5,0.0
C_ID_cb803a6ff5,0.0
C_ID_864124a8ee,1.0
C_ID_e772285421,1.0
C_ID_0260fadfcc,0.0
C_ID_fd97c034bf,0.0
C_ID_2efb3e0204,1.0
C_ID_7a38bc3209,1.0
C_ID_72d5db47c0,0.0
C_ID_81a64e61b7,1.0
C_ID_ea5c0fbcb1,1.0
C_ID_45f359f195,1.0
C_ID_72650411f2,0.0
C_ID_9c88c4c5fc,0.0
C_ID_6e1657da49,0.0
C_ID_e6a090d2ee,1.0
C_ID_fa106fbcf2,0.0
C_ID_1db27d2b7d,1.0
C_ID_19df57b424,1.0
C_ID_557f914729,0.0
C_ID_792ffcb133,1.0
C_ID_d1ac47136f,1.0
C_ID_7be134df55,1.0
C_ID_1c2a0558d9,0.0
C_ID_dab9f0ce15,0.0
C_ID_bfe51b2e59,0.0
C_ID_b2878d40b5,0.0
C_ID_c095566034,1.0
C_ID_958856ac74,1.0
C_ID_dab94b7314,1.0
C_ID_758e38ceb4,1.0
C_ID_33a04052cf,0.0
C_ID_2f47df5ead,1.0
C_ID_23396388ac,1.0
C_ID_205cdc9f70,0.0
C_ID_8f69999eb3,1.0
C_ID_068e8f492d,1.0
C_ID_bb148897f5,1.0
C_ID_5b420ce5fb,1.0
C_ID_0f75f80d83,0.0
C_ID_28a7c49378,1.0
C_ID_8fa092bef6,0.0
C_ID_85270f1926,1.0
C_ID_6abeb864c6,1.0
C_ID_72929b1f45,1.0
C_ID_06b4693a95,0.0
C_ID_c11c065d77,1.0
C_ID_6eeb2d79b4,0.0
C_ID_022f1bf7f9,0.0
C_ID_0a2a3aafb5,0.0
C_ID_0742d9f66a,0.0
C_ID_4826e5b0b3,1.0
C_ID_23bfe00272,0.0
C_ID_26791b7281,0.0
C_ID_6ab63867d0,1.0
C_ID_e30251715d,0.0
C_ID_d16a292679,1.0
C_ID_f5f6cfbe30,1.0
C_ID_52e597b30a,1.0
C_ID_b74d7a310d,1.0
C_ID_3ad9b0af3c,1.0
C_ID_0ecc1c5cd7,1.0
C_ID_2e1d9b5865,0.0
C_ID_f0028c5b13,1.0
C_ID_2496fa52d3,0.0
C_ID_2ea10ce3bb,1.0
C_ID_4c8d4cd71d,0.0
C_ID_1e481c1c0d,1.0
C_ID_b8475dbba4,1.0
C_ID_693bd0e3f7,1.0
C_ID_cfafd9b388,1.0
C_ID_2990d04ac6,1.0
C_ID_d85aa45728,0.0
C_ID_7ae4c4727f,1.0
C_ID_ffa0174c77,1.0
C_ID_2309684710,0.0
C_ID_4f850e48d0,0.0
C_ID_b3e212156c,0.0
C_ID_27c2103193,1.0
C_ID_82d41001e2,1.0
C_ID_9092daa547,0.0
C_ID_1c730dce4e,1.0
C_ID_bda7f31da9,1.0
C_ID_8142b808a3,0.0
C_ID_3bc365eda3,0.0
C_ID_546d46ea46,0.0
C_ID_c1d7125c28,0.0
C_ID_fc8652181f,1.0
C_ID_7745b00672,1.0
C_ID_e6f1018d4c,0.0
C_ID_66597b892e,0.0
C_ID_dbfc735166,0.0
C_ID_aee74462a1,1.0
C_ID_62821fc964,0.0
C_ID_6f9381ccf7,0.0
C_ID_3b75a69b2d,0.0
C_ID_5839a3f942,1.0
C_ID_d0b9e9300c,0.0
C_ID_7c9f59298f,0.0
C_ID_b4763faf62,1.0
C_ID_c85ee1d57a,1.0
C_ID_f23a84a5e9,1.0
C_ID_5a016326c2,0.0
C_ID_87b0893e86,0.0
C_ID_3f17c17dd7,0.0
C_ID_21698a5ec5,0.0
C_ID_f20a574272,1.0
C_ID_c0f858a51c,0.0
C_ID_db315ec481,1.0
C_ID_5571854153,0.0
C_ID_71270c91b5,0.0
C_ID_a36ea9b4c0,1.0
C_ID_790eb703bd,1.0
C_ID_f5a77b0970,1.0
C_ID_529b9da993,1.0
C_ID_bc564d16b9,1.0
C_ID_4e41a632ce,0.0
C_ID_51a308ea6f,1.0
C_ID_73aae60e06,0.0
C_ID_0ecb894ee7,0.0
C_ID_71008739d8,0.0
C_ID_7fff4c9337,0.0
C_ID_bb52a3f861,1.0
C_ID_7285fee08e,0.0
C_ID_9e555fe8ed,0.0
C_ID_4978fa1968,0.0
C_ID_507b2a8bae,0.0
C_ID_5b0d5885df,1.0
C_ID_8fc267b00f,0.0
C_ID_0f8e35d779,0.0
C_ID_72ba51771a,1.0
C_ID_ad59d23fce,0.0
C_ID_90b62d8398,0.0
C_ID_0841f8880b,1.0
C_ID_5529dc56eb,0.0
C_ID_775e2fccd2,0.0
C_ID_d1303d0d8f,0.0
C_ID_620835d752,1.0
C_ID_edbbed5f94,1.0
C_ID_4c002883f0,0.0
C_ID_81496e38bf,0.0
C_ID_80bfaa4bc4,0.0
C_ID_1d04bed02c,1.0
C_ID_bb618bf4c5,1.0
C_ID_6bf86b58de,1.0
C_ID_b9131ab476,1.0
C_ID_efd82c4a3d,1.0
C_ID_f9488c6965,1.0
C_ID_3bd533f2f4,1.0
C_ID_b8aac7c9a9,1.0
C_ID_0e942cf0f3,0.0
C_ID_bfc8cbe69f,1.0
C_ID_777908479d,1.0
C_ID_0415543005,1.0
C_ID_e2f91ed625,1.0
C_ID_e0782e0b15,1.0
C_ID_ef4a4ca7f8,1.0
C_ID_3e0e16b9b3,1.0
C_ID_448e8674fe,1.0
C_ID_4fb4cb2f59,0.0
C_ID_5204a511fb,1.0
C_ID_63538b21e9,1.0
C_ID_38ed653e12,0.0
C_ID_b617ea7f7b,1.0
C_ID_45c2d7a0ef,0.0
C_ID_72e6744273,1.0
C_ID_4dd763109d,0.0
C_ID_20553a20e0,0.0
C_ID_bfc6d65d7f,0.0
C_ID_428d15b6dc,1.0
C_ID_6830d14fb4,1.0
C_ID_068081e691,1.0
C_ID_05270c52f1,0.0
C_ID_c87d16cf4d,0.0
C_ID_65b2a42421,1.0
C_ID_37765a7f5d,1.0
C_ID_4404885520,0.0
C_ID_012c920045,0.0
C_ID_2aadaedda3,0.0
C_ID_29268ddf0e,0.0
C_ID_0370aac15d,0.0
C_ID_8bb7c556bc,0.0
C_ID_2736015df1,1.0
C_ID_7b3946e93c,1.0
C_ID_352e39bd07,0.0
C_ID_50cca05068,1.0
C_ID_18986d3754,1.0
C_ID_b409f022d2,0.0
C_ID_938649dad7,0.0
C_ID_fb0ece129b,0.0
C_ID_e5820a6eca,1.0
C_ID_3caa15f6b9,1.0
C_ID_92a0d66f2e,0.0
C_ID_0989dfee9c,0.0
C_ID_86cb3506bb,1.0
C_ID_863117865b,1.0
C_ID_1e01770b66,1.0
C_ID_575995a3c2,1.0
C_ID_82c0bdef9d,0.0
C_ID_475b1b618a,0.0
C_ID_ac0183ecee,1.0
C_ID_5f4b24f49e,1.0
C_ID_d486484837,0.0
C_ID_5c30b5201f,0.0
C_ID_bb711cab38,0.0
C_ID_9c3503cdf7,1.0
C_ID_8f523760b0,0.0
C_ID_31aaf1e281,0.0
C_ID_69d0219f12,0.0
C_ID_76f9de5811,0.0
C_ID_b2eeefa0d5,1.0
C_ID_bc79dc3c44,0.0
C_ID_96f7daa85d,1.0
C_ID_f206b5b8f5,1.0
C_ID_6a3a8216fe,0.0
C_ID_5da6a5a218,1.0
C_ID_32362d5b7d,1.0
C_ID_b89f70facf,1.0
C_ID_56223f5c65,0.0
C_ID_cd5dc380c6,1.0
C_ID_6881ca2095,1.0
C_ID_7e57c3232c,1.0
C_ID_60d036242b,1.0
C_ID_8cdc2b01c3,1.0
C_ID_9442ca9b73,1.0
C_ID_d35e570ab9,0.0
C_ID_da61ce8094,1.0
C_ID_9921c7a0ba,1.0
C_ID_4094213914,0.0
C_ID_666d341b91,1.0
C_ID_0de1955391,1.0
C_ID_13f88fa0c2,0.0
C_ID_38316dfbdb,1.0
C_ID_11d00c9d72,0.0
C_ID_bf55ef68fb,1.0
C_ID_1ff1b03dee,1.0
C_ID_f6466c0b38,0.0
C_ID_92235f6ecc,1.0
C_ID_03a0f9ff2f,0.0
C_ID_5d4a7190c7,0.0
C_ID_6911c32977,0.0
C_ID_490f414c37,1.0
C_ID_b5728ed24b,1.0
C_ID_86a4659e2b,1.0
C_ID_737fbbf106,0.0
C_ID_81adf4cc23,1.0
C_ID_b506aee790,0.0
C_ID_97d1cf421c,0.0
C_ID_501e154680,1.0
C_ID_5cf0f5e253,0.0
C_ID_e6ce56c61d,0.0
C_ID_96368022dc,0.0
C_ID_307481c452,0.0
C_ID_02de32f3d7,1.0
C_ID_5a3c5d4ecb,0.0
C_ID_48964cef32,1.0
C_ID_e6a0cb153b,0.0
C_ID_5a448e71f8,0.0
C_ID_90a43f7600,1.0
C_ID_f9db451cd1,1.0
C_ID_51c797d24c,1.0
C_ID_973864c318,1.0
C_ID_616f3bdd3f,1.0
C_ID_2b23f1f2c4,1.0
C_ID_d6f438fa7a,1.0
C_ID_b5616dd4c8,1.0
C_ID_9aa8cd7c96,1.0
C_ID_1b5fdfe2bc,1.0
C_ID_ad6a5aed2b,1.0
C_ID_bcc58690db,0.0
C_ID_c4aab2ced9,1.0
C_ID_787934a97c,0.0
C_ID_c79db447ee,0.0
C_ID_5320d2e460,1.0
C_ID_a76f8940f2,1.0
C_ID_4726fad727,1.0
C_ID_a9430979ab,1.0
C_ID_dd4f3e9f00,0.0
C_ID_4a4b4fa36d,0.0
C_ID_19b5cf157e,1.0
C_ID_c9663a0d89,1.0
C_ID_a0451f284b,1.0
C_ID_6a49679694,1.0
C_ID_c067a4b934,0.0
C_ID_94aab54f04,1.0
C_ID_c5b60b76c2,1.0
C_ID_dfda0340c9,1.0
C_ID_dc40c8c781,0.0
C_ID_e1ce4a947c,0.0
C_ID_48de278ffd,0.0
C_ID_504eccbeee,0.0
C_ID_f0644c914e,0.0
C_ID_a520ef8270,1.0
C_ID_86ec023f87,1.0
C_ID_11f539b20a,0.0
C_ID_adbde81662,0.0
C_ID_5b11bc47aa,0.0
C_ID_6e2a47bd8f,1.0
C_ID_3f852128ee,0.0
C_ID_de6cbcec9e,0.0
C_ID_3bacdc9bcb,1.0
C_ID_78c9ad6656,0.0
C_ID_e59a238ccf,1.0
C_ID_44d2c3b65a,1.0
C_ID_e0bc216bb7,0.0
C_ID_0cfbaad639,0.0
C_ID_03925adb38,0.0
C_ID_d64f3c3869,0.0
C_ID_7215404ea7,1.0
C_ID_d8b5fb9d92,0.0
C_ID_3cd368fcd4,1.0
C_ID_338bed24d6,0.0
C_ID_283e6af5b1,0.0
C_ID_11776ffe2d,0.0
C_ID_becc88f039,0.0
C_ID_eae31d157a,1.0
C_ID_9956a418f4,1.0
C_ID_06d52b84c0,1.0
C_ID_418685c3b9,1.0
C_ID_e674767abf,0.0
C_ID_feab81466f,1.0
C_ID_efa5fc8f70,0.0
C_ID_552168e1fe,1.0
C_ID_0d9f961454,1.0
C_ID_a94149b596,0.0
C_ID_c41b96414a,1.0
C_ID_0cf59fb89e,0.0
C_ID_6341325b88,0.0
C_ID_14f9ee88ba,1.0
C_ID_f2a4a73e72,1.0
C_ID_bf363d9c15,0.0
C_ID_dc50a0a530,1.0
C_ID_d4049e6d61,1.0
C_ID_b42448a4d9,1.0
C_ID_efb49bb71e,1.0
C_ID_2e68ef1202,0.0
C_ID_1e82009575,1.0
C_ID_e80d89503f,1.0
C_ID_e785e9063c,1.0
C_ID_1cf78b6b8a,0.0
C_ID_3b946fd177,1.0
C_ID_16520c7d1c,1.0
C_ID_87a24230e8,1.0
C_ID_1fd847415b,1.0
C_ID_b65ff95103,0.0
C_ID_6dadbf97da,1.0
C_ID_25b9768135,0.0
C_ID_294a466d98,0.0
C_ID_d7d05a2459,0.0
C_ID_73c1faacc2,1.0
C_ID_e9a9e9b6de,1.0
C_ID_0d09f5b23f,1.0
C_ID_b7201d5474,1.0
C_ID_aa66248d98,1.0
C_ID_83a178db51,0.0
C_ID_3c29a49d64,1.0
C_ID_5c218ccccf,1.0
C_ID_283a482f4f,0.0
C_ID_c7d2bb7895,0.0
C_ID_eb55e12d00,0.0
C_ID_5703f04015,0.0
C_ID_1df725bd7d,1.0
C_ID_14909b04d8,1.0
C_ID_8135302a53,0.0
C_ID_a584a17082,0.0
C_ID_ff3b23847f,1.0
C_ID_f2c9e9694b,1.0
C_ID_8fc4d44739,0.0
C_ID_4563dbf430,0.0
C_ID_9a9d6d9591,0.0
C_ID_8b4444d8ff,1.0
C_ID_074f09dee7,1.0
C_ID_bc1aad4089,0.0
C_ID_be9e48d8bf,1.0
C_ID_6d5cb114aa,1.0
C_ID_aee1433a73,1.0
C_ID_c480ec96b8,1.0
C_ID_3bc3ad8ad2,0.0
C_ID_4e687dc878,1.0
C_ID_ca8a274b53,1.0
C_ID_d28fbc9703,1.0
C_ID_45aa527e6f,1.0
C_ID_b4ad3b990a,1.0
C_ID_1bd5b65790,1.0
C_ID_cefa96fd40,0.0
C_ID_06faf7893e,0.0
C_ID_115c9d9319,1.0
C_ID_e4d21e53bf,0.0
C_ID_c4aabf3813,0.0
C_ID_d9c55f7153,0.0
C_ID_3895acfd05,0.0
C_ID_1316c89b7b,0.0
C_ID_4a3bc8a248,1.0
C_ID_5dc24218c0,0.0
C_ID_1ce32770af,0.0
C_ID_726d8d4093,1.0
C_ID_c1096fb7a4,1.0
C_ID_a6fed903b3,1.0
C_ID_1d39cabc3e,1.0
C_ID_896fb7c126,1.0
C_ID_57bc8b8597,0.0
C_ID_03e9a65f34,0.0
C_ID_c98f798293,1.0
C_ID_f026a58bd4,0.0
C_ID_19043f40bd,0.0
C_ID_27badffb14,0.0
C_ID_16b699483c,1.0
C_ID_c234d0ce9b,0.0
C_ID_b99b6862c1,1.0
C_ID_5cdc254342,0.0
C_ID_e2c882cd8c,1.0
C_ID_5666a0b05d,0.0
C_ID_d596953d22,1.0
C_ID_1cf63f1d92,0.0
C_ID_537a7f0da1,1.0
C_ID_57a45a4942,1.0
C_ID_3706af9219,0.0
C_ID_b1613d389a,0.0
C_ID_d213475a08,1.0
C_ID_c411c89ee9,1.0
C_ID_8432782b2c,0.0
C_ID_8d164439dd,0.0
C_ID_560bacc780,1.0
C_ID_6ee3336f22,0.0
C_ID_39a49f38f6,0.0
C_ID_f174c56416,1.0
C_ID_e1d342d3fc,1.0
C_ID_2fe242299c,0.0
C_ID_defe7443c7,0.0
C_ID_e57a73ac73,1.0
C_ID_3055f750ee,1.0
C_ID_293537e7b3,0.0
C_ID_daa81ae525,0.0
C_ID_a34f5a1b26,1.0
C_ID_596be576e6,1.0
C_ID_f952d38f9c,0.0
C_ID_b254d4d6b0,1.0
C_ID_00c6be8510,0.0
C_ID_05bf62ab65,0.0
C_ID_a9f6a1b693,1.0
C_ID_2429241dfe,1.0
C_ID_ea21e114e4,1.0
C_ID_017376c936,0.0
C_ID_9b33daed99,0.0
C_ID_871dc56724,1.0
C_ID_0a8f822381,1.0
C_ID_0bde48903d,0.0
C_ID_f49dc0cf89,0.0
C_ID_54e7673837,1.0
C_ID_ffc02a2cf6,0.0
C_ID_5e750f2ba5,0.0
C_ID_73f52152e2,1.0
C_ID_82e510ef6b,0.0
C_ID_eb6fe72eb3,0.0
C_ID_f4384c18d5,0.0
C_ID_ca122c57df,1.0
C_ID_3656126ad5,1.0
C_ID_d197199d9c,1.0
C_ID_2e2fcf3c47,1.0
C_ID_c66ec7c47a,0.0
C_ID_5b2a07ad8d,0.0
C_ID_fe77ceaf24,1.0
C_ID_cc1c5a4b3a,0.0
C_ID_2910ccfeb8,0.0
C_ID_aac8be9961,1.0
C_ID_88130ae43e,1.0
C_ID_3a196fd5fd,1.0
C_ID_09de88dda5,1.0
C_ID_3a76862b53,1.0
C_ID_a566944fcc,1.0
C_ID_e0c9a2ab04,0.0
C_ID_9600c61e05,1.0
C_ID_39bf888f19,1.0
C_ID_533196d97d,1.0
C_ID_f79b164473,1.0
C_ID_9b652fa11a,0.0
C_ID_b7dafcca9b,0.0
C_ID_0016e257a5,0.0
C_ID_1e7b9a3a97,1.0
C_ID_25318fe9e0,1.0
C_ID_386d3593ab,0.0
C_ID_4e6e984b67,0.0
C_ID_3cb9be984a,1.0
C_ID_4321304132,1.0
C_ID_8a42ce2121,0.0
C_ID_334aae36b4,0.0
C_ID_2328eaba22,1.0
C_ID_5a2bb613b3,1.0
C_ID_f2856a572e,0.0
C_ID_fa20b5b447,0.0
C_ID_a98a365a02,1.0
C_ID_5546034fea,0.0
C_ID_598a9ec3a8,1.0
C_ID_10a73dc833,0.0
C_ID_469f1187ef,1.0
C_ID_a3f19a5c85,0.0
C_ID_231a31c72f,0.0
C_ID_b24893fcc9,0.0
C_ID_b68b04bb33,1.0
C_ID_5531db1557,0.0
C_ID_9e9fe1772f,0.0
C_ID_f9b370a7c3,1.0
C_ID_d82de99ecd,0.0
C_ID_32b1f3bec7,1.0
C_ID_31b7b8b5a7,1.0
C_ID_62e681efab,0.0
C_ID_31e9aafb60,0.0
C_ID_7548b6baba,1.0
C_ID_9eb3d0a52a,1.0
C_ID_311151588d,0.0
C_ID_b36075ad3b,0.0
C_ID_08120ed558,0.0
C_ID_4aa1d61473,0.0
C_ID_5d72ff4b92,0.0
C_ID_bc0677e851,1.0
C_ID_eb060f5591,1.0
C_ID_94a472ff10,0.0
C_ID_2f4c55a312,1.0
C_ID_4d12094093,1.0
C_ID_0f12271b67,1.0
C_ID_df737800c1,1.0
C_ID_af3be24106,1.0
C_ID_08ca2d54ce,0.0
C_ID_0a97778fa9,1.0
C_ID_b76ff54ee7,0.0
C_ID_3a4e0d199c,0.0
C_ID_161a77c7ce,1.0
C_ID_972069f6f0,0.0
C_ID_16136c0294,1.0
C_ID_9e0d91a7a0,0.0
C_ID_6a57e69f49,0.0
C_ID_1e22e4166c,1.0
C_ID_778d1294d2,0.0
C_ID_cf08aed12b,1.0
C_ID_3257cb4d47,0.0
C_ID_edac5df630,1.0
C_ID_4ef4582697,1.0
C_ID_097113f90c,1.0
C_ID_1285b9eaec,1.0
C_ID_761f4f4291,1.0
C_ID_c39bf020c3,0.0
C_ID_4865dcead6,0.0
C_ID_0fab287415,0.0
C_ID_5b3d20fc07,0.0
C_ID_a1a44b6d61,1.0
C_ID_a105171df2,1.0
C_ID_a04152a544,0.0
C_ID_1672dc35d4,1.0
C_ID_6daa818244,0.0
C_ID_bdbf73861b,1.0
C_ID_b18b2fb4a6,1.0
C_ID_9f2cde71f0,1.0
C_ID_82d25098e3,1.0
C_ID_2487e76093,1.0
C_ID_d8a7625e00,1.0
C_ID_51c9ca11e7,0.0
C_ID_cff54548be,1.0
C_ID_e0632b9a24,1.0
C_ID_2ff89adf97,1.0
C_ID_e77941dafb,1.0
C_ID_35d3411e2f,0.0
C_ID_1ba9b1bf84,0.0
C_ID_cf9951e221,0.0
C_ID_32e5bbe4fe,1.0
C_ID_da6641bcf7,1.0
C_ID_03de655fa9,0.0
C_ID_ab524cd9b4,0.0
C_ID_d3eb109b52,1.0
C_ID_7bd383511a,0.0
C_ID_98b15cf59e,0.0
C_ID_4532944932,0.0
C_ID_32c0b1c0b1,0.0
C_ID_96cae1e9a2,0.0
C_ID_6fad4d6a14,0.0
C_ID_34b6b2c3fe,1.0
C_ID_08da859ca9,1.0
C_ID_4b298a2d80,1.0
C_ID_c8b5af9d38,1.0
C_ID_3b73a42998,0.0
C_ID_62b4c50aa0,1.0
C_ID_86ec515417,1.0
C_ID_09c37173aa,1.0
C_ID_2fc6a63c05,1.0
C_ID_2c5781904f,1.0
C_ID_861fd9f10a,0.0
C_ID_fea82dc338,1.0
C_ID_af27d95a63,0.0
C_ID_515ef49e1b,1.0
C_ID_4451084881,1.0
C_ID_6bd425ef32,0.0
C_ID_08acb57deb,0.0
C_ID_45f8917541,1.0
C_ID_724d7eb43a,0.0
C_ID_7df9914efb,1.0
C_ID_727da0c539,1.0
C_ID_35a9f427ad,0.0
C_ID_8de141ffe9,1.0
C_ID_6500a6f3ac,1.0
C_ID_f3d20e1243,0.0
C_ID_7a46d4e966,0.0
C_ID_69b673b48b,1.0
C_ID_7469c14548,0.0
C_ID_d988d6a5ed,0.0
C_ID_7c2c73c3b4,1.0
C_ID_592b44b53a,0.0
C_ID_0089a52031,1.0
C_ID_5d6438fb2e,0.0
C_ID_dfbe96ede5,1.0
C_ID_b8872476fb,0.0
C_ID_8afb14aa1a,1.0
C_ID_e2511a0941,0.0
C_ID_3be030a699,0.0
C_ID_ac845957b1,1.0
C_ID_108e082506,0.0
C_ID_3736c7fb4f,0.0
C_ID_7c3a5ab3aa,0.0
C_ID_06c4745d83,0.0
C_ID_51971d23a4,0.0
C_ID_d5168c4b37,0.0
C_ID_dd1a3efa25,1.0
C_ID_52adbed34c,1.0
C_ID_8a853d205b,1.0
C_ID_15d9690bb6,1.0
C_ID_69de530899,1.0
C_ID_b3488f387d,0.0
C_ID_a8bb47651d,0.0
C_ID_4bbd8cc78a,1.0
C_ID_31738c6829,0.0
C_ID_862f6319c8,1.0
C_ID_c7dc8d5bd8,1.0
C_ID_699fa614c8,1.0
C_ID_c35da70d56,1.0
C_ID_bf76a3e04a,0.0
C_ID_50a2c7adc9,0.0
C_ID_4526e8c32c,1.0
C_ID_1a6b605770,1.0
C_ID_102b6d6e34,0.0
C_ID_115fcf39ba,1.0
C_ID_0449100f8b,0.0
C_ID_38954c407a,0.0
C_ID_599bfc5468,0.0
C_ID_9f0ed4e360,1.0
C_ID_941205cf60,0.0
C_ID_2296832d86,0.0
C_ID_52448dbe63,1.0
C_ID_5a583081a6,0.0
C_ID_69948ffa30,0.0
