card_id,unique_city
C_ID_be92bd633b,1.0
C_ID_ec2042df13,4.0
C_ID_e5cbf6ba7f,20.0
C_ID_754021f3dc,3.0
C_ID_dc9ecef075,2.0
C_ID_4e1d32c872,2.0
C_ID_eedcde88b5,8.0
C_ID_19860ccd8d,4.0
C_ID_3a675937c2,4.0
C_ID_fadb4a45e1,2.0
C_ID_a59888d592,7.0
C_ID_3d6a3cb725,8.0
C_ID_ca64e2d29e,1.0
C_ID_773bbd9e31,3.0
C_ID_aa105006ac,1.0
C_ID_eba07a4509,4.0
C_ID_0d6a362b79,5.0
C_ID_4971484957,7.0
C_ID_fd62072b48,6.0
C_ID_f7328e951e,2.0
C_ID_1d938b6c9a,5.0
C_ID_7edb7b434a,2.0
C_ID_02ec0e4c93,5.0
C_ID_49721aa95a,4.0
C_ID_458cb466a6,5.0
C_ID_6bd0ebbcb9,7.0
C_ID_1e8636aa1d,5.0
C_ID_054b8d11b6,11.0
C_ID_f053fe11e8,16.0
C_ID_37253696a3,5.0
C_ID_ff4049a0a3,8.0
C_ID_98b53b0c30,3.0
C_ID_f844728b03,10.0
C_ID_ac35088a8a,2.0
C_ID_b018a4b029,7.0
C_ID_13a3814b52,10.0
C_ID_df48ab85fb,9.0
C_ID_49d576d6b0,2.0
C_ID_29961cfa0c,9.0
C_ID_81c9843a3c,5.0
C_ID_c5d27e06e8,7.0
C_ID_3836b52157,1.0
C_ID_4db0898f2c,9.0
C_ID_7cfa792c29,13.0
C_ID_f7d126e608,3.0
C_ID_95fd87a32c,2.0
C_ID_7287eeaa61,4.0
C_ID_823ad6ab2b,5.0
C_ID_1821478771,3.0
C_ID_0610cfc3a2,8.0
C_ID_63d8506d72,3.0
C_ID_2dff969966,4.0
C_ID_eaf5121f0a,3.0
C_ID_37638958bf,17.0
C_ID_706fab6c99,3.0
C_ID_7329500bb1,10.0
C_ID_6e619309d4,13.0
C_ID_5f9c8cf5c4,3.0
C_ID_63e5b6aeda,6.0
C_ID_3dccecfa9c,4.0
C_ID_560de4d8c3,3.0
C_ID_26bad8f6ec,3.0
C_ID_bd0e071384,8.0
C_ID_baa316c9ec,2.0
C_ID_6f824a3ba2,10.0
C_ID_e5b454214a,8.0
C_ID_5dc7d276fb,2.0
C_ID_aa2bc7f1bc,8.0
C_ID_a3ca86d18f,12.0
C_ID_cd26758855,5.0
C_ID_22026b110c,5.0
C_ID_6ee7600863,1.0
C_ID_6daeea0570,2.0
C_ID_10b4f2807d,2.0
C_ID_3d42c0228c,3.0
C_ID_d16ef1724a,10.0
C_ID_f79355a1e5,4.0
C_ID_31bc8e8537,6.0
C_ID_44aad77210,5.0
C_ID_9af4958e2a,6.0
C_ID_1e73e3a15f,5.0
C_ID_3738448184,7.0
C_ID_0906cff6bb,3.0
C_ID_b1952badeb,17.0
C_ID_3db3027c49,9.0
C_ID_eed8c82f01,10.0
C_ID_867e96418a,4.0
C_ID_2f1a7c942b,5.0
C_ID_fedae4a1d2,2.0
C_ID_2231891656,3.0
C_ID_03c519b1de,3.0
C_ID_e9d2d2740d,5.0
C_ID_f284281c6c,5.0
C_ID_114acd8548,7.0
C_ID_f84a800a9b,13.0
C_ID_5f7844f1a3,9.0
C_ID_9a064d0bc4,7.0
C_ID_ffdfb5f8e3,17.0
C_ID_06b5247a06,11.0
C_ID_e181b6e97a,7.0
C_ID_95de256bd7,3.0
C_ID_2c4ee97468,1.0
C_ID_d8004d59fb,8.0
C_ID_957462ebac,7.0
C_ID_3f35b7178d,1.0
C_ID_4dee7d9cdb,6.0
C_ID_95aaf383cb,2.0
C_ID_559b5ec1b6,7.0
C_ID_0798f3a585,14.0
C_ID_b97e3b750d,1.0
C_ID_9bc69a118b,4.0
C_ID_b634a20d84,8.0
C_ID_e313a784b9,5.0
C_ID_eb2bcad1cf,6.0
C_ID_861cc8985a,3.0
C_ID_6ee1706b26,4.0
C_ID_0db641384e,4.0
C_ID_7da00b0852,13.0
C_ID_3074da1f65,3.0
C_ID_b4db45340d,2.0
C_ID_421a896d34,9.0
C_ID_99a192660d,5.0
C_ID_022d4894f2,5.0
C_ID_599d97b2f4,5.0
C_ID_cf790e6b5e,1.0
C_ID_a17518d286,6.0
C_ID_005321d256,4.0
C_ID_25763b162e,7.0
C_ID_8057b609a5,6.0
C_ID_eb30a6c5f0,2.0
C_ID_2377022e67,1.0
C_ID_36f847c2e8,8.0
C_ID_57bb8468d9,4.0
C_ID_c6cc5031e1,3.0
C_ID_559e2b8836,10.0
C_ID_520b07ded5,3.0
C_ID_b76dea46d3,4.0
C_ID_5060cd7360,11.0
C_ID_59403f8e72,6.0
C_ID_d0bd076695,9.0
C_ID_a1ee81fbd7,3.0
C_ID_f8431b20f6,9.0
C_ID_9b3a883258,11.0
C_ID_531650fec3,4.0
C_ID_8647d4b989,5.0
C_ID_43e467a0e7,5.0
C_ID_5b5a6c9ab8,28.0
C_ID_2cfda46b56,6.0
C_ID_2cc3faaf87,8.0
C_ID_026ac60f73,1.0
C_ID_72771fe219,3.0
C_ID_76cd5b3b2f,9.0
C_ID_b7066d59ef,16.0
C_ID_adb55f80fe,6.0
C_ID_4ae55fc949,11.0
C_ID_d1edc5c77c,7.0
C_ID_b597205dac,2.0
C_ID_4a4563d745,6.0
C_ID_69ac74a6e6,4.0
C_ID_ad495b8a3c,2.0
C_ID_76a2053179,10.0
C_ID_063ba6b47c,5.0
C_ID_984e608644,5.0
C_ID_28890a2695,6.0
C_ID_9f3ac49ffc,3.0
C_ID_30253bb81a,11.0
C_ID_ca4d66bfd3,6.0
C_ID_e0993e7c15,6.0
C_ID_986632dfba,4.0
C_ID_0318d7cd79,3.0
C_ID_60a5140311,10.0
C_ID_e7788284ca,4.0
C_ID_2ddbb7f125,10.0
C_ID_074586dad3,2.0
C_ID_b953a0ede7,6.0
C_ID_934f7d1f91,6.0
C_ID_82ee06c1e7,4.0
C_ID_0bba0b0075,12.0
C_ID_989b43da49,3.0
C_ID_160858cf6b,3.0
C_ID_c41e9a62f2,7.0
C_ID_81c9c4ccbb,3.0
C_ID_189088de71,2.0
C_ID_4ab4a8b782,10.0
C_ID_8f1ce2eb0c,12.0
C_ID_0a3df7e8be,8.0
C_ID_90409bd0fd,4.0
C_ID_97d1d83ce7,7.0
C_ID_73c6938661,2.0
C_ID_18b340b60a,5.0
C_ID_f508438023,4.0
C_ID_46315c8661,3.0
C_ID_89ac907977,1.0
C_ID_c1a87d4a88,4.0
C_ID_65af2616f7,3.0
C_ID_d6a757a624,7.0
C_ID_2a9e6e9087,5.0
C_ID_f218d969fe,2.0
C_ID_0ec0911b75,8.0
C_ID_0834d4a7af,2.0
C_ID_49c06a783e,9.0
C_ID_cd4739d468,13.0
C_ID_07c9197bf4,6.0
C_ID_b3e1b22613,3.0
C_ID_233a16cc1a,6.0
C_ID_bc75de6822,26.0
C_ID_f8b6dee707,6.0
C_ID_040fc2a495,6.0
C_ID_5b05748849,12.0
C_ID_74c511e5fa,2.0
C_ID_5a6ea49c19,1.0
C_ID_6ef482774d,8.0
C_ID_a14cbacda5,5.0
C_ID_7d0fa6c7a5,2.0
C_ID_f240f0213e,12.0
C_ID_3b4cc24954,4.0
C_ID_040726a36c,10.0
C_ID_418bcce7f2,4.0
C_ID_1bb39012cc,6.0
C_ID_59b40ab4e9,5.0
C_ID_1cdf742ca6,13.0
C_ID_ab7a69a38b,4.0
C_ID_410d085ed2,4.0
C_ID_62bbe43246,2.0
C_ID_04a18352c5,4.0
C_ID_7fc56f0ff5,14.0
C_ID_6e81145481,18.0
C_ID_21f3bdd7b0,12.0
C_ID_e08bfc91c4,3.0
C_ID_f23f355961,7.0
C_ID_697a6f3042,5.0
C_ID_bf0a01dd83,8.0
C_ID_cf3d8e3a89,21.0
C_ID_34b7623c39,10.0
C_ID_eb8d9a0a51,8.0
C_ID_bc4c99655b,3.0
C_ID_7dbb6e1427,9.0
C_ID_a91fd8617c,5.0
C_ID_69d282ec7c,8.0
C_ID_1787d1c5e4,3.0
C_ID_2b7429f36c,9.0
C_ID_357663c3dd,3.0
C_ID_7012c5b540,3.0
C_ID_5149c42f4e,11.0
C_ID_5e6875b289,9.0
C_ID_9de97566fb,4.0
C_ID_757fb9cbad,5.0
C_ID_b95a30710e,4.0
C_ID_b065c8dc4f,3.0
C_ID_46bbf4142b,1.0
C_ID_b0de2fa188,5.0
C_ID_8fcbfcfe56,4.0
C_ID_ea7506f965,3.0
C_ID_d754a7b1e7,3.0
C_ID_348c5fb947,5.0
C_ID_557afe5e94,5.0
C_ID_6ac8e605a5,2.0
C_ID_b0ebbcddeb,7.0
C_ID_4b9829a5d3,10.0
C_ID_eb4f014d94,11.0
C_ID_fa16640206,10.0
C_ID_246850a53e,6.0
C_ID_dd2a89c2d5,2.0
C_ID_f36c067820,6.0
C_ID_9aa54612ef,3.0
C_ID_e31c58d40c,3.0
C_ID_dd28f93bac,5.0
C_ID_9d72a4df1b,2.0
C_ID_dc431aebde,6.0
C_ID_a7e9dad3b4,3.0
C_ID_c70096c869,3.0
C_ID_77497f916f,5.0
C_ID_a1267e3239,8.0
C_ID_12caef75e0,7.0
C_ID_8debc77431,2.0
C_ID_4d4ee5eada,5.0
C_ID_0e8baf74c3,3.0
C_ID_921a8befda,5.0
C_ID_bfbaed8da1,16.0
C_ID_e8f4586258,11.0
C_ID_e45642cb59,14.0
C_ID_b0556edec3,6.0
C_ID_900c4775e9,2.0
C_ID_07323283a2,21.0
C_ID_cb8534b3ae,3.0
C_ID_598a9a8741,4.0
C_ID_7b0ecab2ce,4.0
C_ID_97662510a5,4.0
C_ID_502b845358,4.0
C_ID_38f3a4b2d3,2.0
C_ID_feda23d10d,17.0
C_ID_d2541eabe9,6.0
C_ID_4848bb97f2,6.0
C_ID_cb1bd0068c,3.0
C_ID_fdc92558cd,3.0
C_ID_0e74b2fc4c,3.0
C_ID_a49a8c5bb4,3.0
C_ID_6dfe6eea1d,7.0
C_ID_7b5440f51b,6.0
C_ID_61e3509cdb,7.0
C_ID_6ebbd775ff,3.0
C_ID_90c4eb3e4f,10.0
C_ID_ff6c7a3998,5.0
C_ID_d236a4543c,13.0
C_ID_e134b3ef2c,4.0
C_ID_50bc7c4a37,17.0
C_ID_1f66b04716,4.0
C_ID_78e012547e,3.0
C_ID_4df3cf1728,9.0
C_ID_74b6057ced,9.0
C_ID_1cf5688807,16.0
C_ID_c8b7c5009f,5.0
C_ID_afc0c4562a,6.0
C_ID_9cb72dec86,4.0
C_ID_0d876be921,3.0
C_ID_25d4b421e4,6.0
C_ID_8168b538b1,4.0
C_ID_a2745faeb2,5.0
C_ID_073d57dbac,2.0
C_ID_c71b01112f,3.0
C_ID_11b8767655,1.0
C_ID_f8eb4833db,6.0
C_ID_edc3784f54,8.0
C_ID_fb60a46482,7.0
C_ID_cb66275922,3.0
C_ID_cbe79af79b,6.0
C_ID_30f83731d5,1.0
C_ID_a6b327c44e,4.0
C_ID_7e45955612,12.0
C_ID_4a460e1434,4.0
C_ID_22acf672cd,8.0
C_ID_4c5453918b,7.0
C_ID_350783fad6,6.0
C_ID_b2ba05f8bd,3.0
C_ID_1cb24d2e8f,13.0
C_ID_1381981853,9.0
C_ID_ed5edd033e,3.0
C_ID_99c22a2e78,5.0
C_ID_de1ff4d0d7,9.0
C_ID_6fe1d29ae7,2.0
C_ID_d9fc392b06,6.0
C_ID_f38785e375,4.0
C_ID_fcf4aba479,10.0
C_ID_3e9becf672,8.0
C_ID_9730437d8a,4.0
C_ID_f7c66f28e8,7.0
C_ID_b1b816edff,7.0
C_ID_7fbcd87617,5.0
C_ID_70858d7d5b,9.0
C_ID_156e8424af,6.0
C_ID_dc6776f8a5,2.0
C_ID_2dfda36803,3.0
C_ID_86578fd61d,13.0
C_ID_8609ae93da,8.0
C_ID_7cb461ca11,1.0
C_ID_a89cfee763,6.0
C_ID_89b33ec42f,4.0
C_ID_d62f35a9a9,7.0
C_ID_d991d18e7c,4.0
C_ID_5b55e1a2f8,11.0
C_ID_0fd7607583,9.0
C_ID_abc6809e85,14.0
C_ID_bfb11275c3,9.0
C_ID_c40c7631ec,15.0
C_ID_32d24019f9,8.0
C_ID_43f2752627,30.0
C_ID_0252df7459,10.0
C_ID_b852667d5b,7.0
C_ID_63dcff50c4,9.0
C_ID_82913acdc9,5.0
C_ID_5314c71f9a,4.0
C_ID_d7c999b2a9,6.0
C_ID_4c7dda39d3,5.0
C_ID_48ab9cd1de,9.0
C_ID_2b950ff1be,8.0
C_ID_d263b83151,8.0
C_ID_7accf7a029,2.0
C_ID_06e3bda2fc,2.0
C_ID_c3bcfa197c,7.0
C_ID_5410bd6a0b,7.0
C_ID_0c1db7b238,5.0
C_ID_69f6caff1a,9.0
C_ID_6381aebb14,11.0
C_ID_44edacb07b,14.0
C_ID_3dd17356ae,7.0
C_ID_706d8712f2,3.0
C_ID_94cb710aab,9.0
C_ID_ce579268fb,11.0
C_ID_43e6fb59dc,2.0
C_ID_27e72f5051,1.0
C_ID_9d64bf9100,3.0
C_ID_1f67b57923,2.0
C_ID_3de46aec86,3.0
C_ID_0e521f7fad,7.0
C_ID_02d6593b4c,3.0
C_ID_d498113d1b,10.0
C_ID_6a90a9641d,6.0
C_ID_15d57299a0,7.0
C_ID_f98854b62a,12.0
C_ID_0a600bffb4,9.0
C_ID_ffbe9b4477,8.0
C_ID_882b08847d,6.0
C_ID_3e88ab45e6,3.0
C_ID_6cb308d34b,3.0
C_ID_c589dd6837,7.0
C_ID_448b3cdfb0,10.0
C_ID_d37276f29e,11.0
C_ID_817fbfe46b,7.0
C_ID_a7e4e06f6e,3.0
C_ID_94a882a255,7.0
C_ID_a9031641b3,37.0
C_ID_233b5551a3,15.0
C_ID_06cc901d3c,4.0
C_ID_cf5c1f1ef7,11.0
C_ID_397e6afb49,12.0
C_ID_4218d9a779,5.0
C_ID_356187fbf6,33.0
C_ID_6da2ea489c,3.0
C_ID_7d9fc2539d,12.0
C_ID_b6d2edad82,3.0
C_ID_df4b2cb255,3.0
C_ID_13e8138560,7.0
C_ID_2f53a2e058,3.0
C_ID_f863fbd66a,6.0
C_ID_7f7bba7509,9.0
C_ID_2541819688,6.0
C_ID_57ad452fd3,3.0
C_ID_aac8be7e80,11.0
C_ID_b908dc9b75,1.0
C_ID_2412faa173,12.0
C_ID_d86b7d8c8f,11.0
C_ID_8a264e367b,3.0
C_ID_070c040ffa,7.0
C_ID_513a8df694,4.0
C_ID_1d58e9f0bf,1.0
C_ID_9f48ecb7ad,6.0
C_ID_ce95206a2f,12.0
C_ID_3ecb9bd44c,6.0
C_ID_5ca3e0e3b4,6.0
C_ID_25c5277ec0,4.0
C_ID_fc76136bc3,7.0
C_ID_cedb5c27a0,7.0
C_ID_50f72dd2d4,6.0
C_ID_ceb156ba8d,7.0
C_ID_f165892cc7,3.0
C_ID_5fa7255d69,2.0
C_ID_faabd6540c,5.0
C_ID_5c6735938e,4.0
C_ID_61f058df5e,8.0
C_ID_bdedcad266,4.0
C_ID_c9f3b0824d,8.0
C_ID_db9f07ed12,3.0
C_ID_dfa6cb05ac,4.0
C_ID_3c883b3c2d,3.0
C_ID_cbcf474537,7.0
C_ID_f53f1ef158,6.0
C_ID_c5075587da,4.0
C_ID_2f608e4bd6,10.0
C_ID_1e7b67eac2,11.0
C_ID_e2ba1456fb,4.0
C_ID_aaffb5541b,6.0
C_ID_4cd1d0f61c,8.0
C_ID_a39da82086,9.0
C_ID_7aa78e2264,3.0
C_ID_ee41aa7ebb,2.0
C_ID_49be119ceb,5.0
C_ID_46dea85abf,6.0
C_ID_92a97c3443,7.0
C_ID_870f896228,4.0
C_ID_fc5b32dd35,4.0
C_ID_ce9c05191e,2.0
C_ID_7351d73335,15.0
C_ID_f21f03b826,6.0
C_ID_fe76a4ccc4,1.0
C_ID_6d3a5155c5,22.0
C_ID_cb4b880733,1.0
C_ID_c061dda756,2.0
C_ID_04252d8437,2.0
C_ID_f623b8e8de,6.0
C_ID_6c8688bd99,1.0
C_ID_897ffe183a,8.0
C_ID_621e572edc,2.0
C_ID_16b8a4cb7a,6.0
C_ID_6f48e8f467,18.0
C_ID_e0ef11ac25,2.0
C_ID_f660cc79c2,11.0
C_ID_7996326d8d,5.0
C_ID_d2e6a066a8,5.0
C_ID_4d8ba16a0d,5.0
C_ID_9d7ebb2b9b,3.0
C_ID_eee1d4cd8e,9.0
C_ID_f81b28b028,3.0
C_ID_760493a8f5,8.0
C_ID_576989374f,6.0
C_ID_86d7ae15ec,7.0
C_ID_7f495c075e,20.0
C_ID_7b0f27ad28,4.0
C_ID_214dfff198,3.0
C_ID_a144b41cce,2.0
C_ID_ccb0f2dc9f,3.0
C_ID_6a34ffd20d,24.0
C_ID_bb5adeb7ba,16.0
C_ID_7834ef33bd,4.0
C_ID_9719b88ab5,21.0
C_ID_8de570fcaa,24.0
C_ID_0d69ba90aa,4.0
C_ID_f3e04c389f,8.0
C_ID_fde9fdfac7,14.0
C_ID_b941672178,6.0
C_ID_8770561f88,5.0
C_ID_9d0a2523d6,5.0
C_ID_87d5204d81,18.0
C_ID_a606e1b4d7,4.0
C_ID_4ef92dbe4f,10.0
C_ID_7beafb49d8,2.0
C_ID_b9bec9b036,9.0
C_ID_49b8664732,3.0
C_ID_be0bc911e6,22.0
C_ID_7e0bac4e34,2.0
C_ID_d086d49b68,10.0
C_ID_99df963e2e,3.0
C_ID_704ae1ef63,14.0
C_ID_0bf121693d,11.0
C_ID_764d9479f7,2.0
C_ID_85df43da21,8.0
C_ID_2199021644,4.0
C_ID_e747c23c15,3.0
C_ID_20c2f93430,7.0
C_ID_d4406d0526,8.0
C_ID_e0b044c7bb,2.0
C_ID_a9051a8534,10.0
C_ID_d8f6cc414d,18.0
C_ID_c3929192a6,3.0
C_ID_ca5994b7b7,4.0
C_ID_3d1c9fa7a0,6.0
C_ID_69d758e0ea,8.0
C_ID_b9cf38adb5,1.0
C_ID_25dec703ca,10.0
C_ID_fd2ceb8812,7.0
C_ID_1c83a2e7ce,5.0
C_ID_5a74639edf,4.0
C_ID_51f67aa929,7.0
C_ID_ecdae7125c,9.0
C_ID_dca69e4823,3.0
C_ID_5bde79c6a9,8.0
C_ID_6ca7af7e5f,1.0
C_ID_945acd2840,4.0
C_ID_300d0bfe9c,15.0
C_ID_f5ee24d42f,14.0
C_ID_c56ae50cf9,13.0
C_ID_e511ae07a1,7.0
C_ID_2d0f906c9d,8.0
C_ID_48270023c9,10.0
C_ID_8665da04b6,8.0
C_ID_1a4152851c,5.0
C_ID_2807f1914a,17.0
C_ID_fdd0286b27,4.0
C_ID_11cf100281,6.0
C_ID_804a5adf70,7.0
C_ID_556301fd15,7.0
C_ID_13196aacb6,2.0
C_ID_11ca97a09f,3.0
C_ID_805881c465,22.0
C_ID_ece250ac27,3.0
C_ID_a37b097be5,4.0
C_ID_e356555ca4,7.0
C_ID_501287f538,4.0
C_ID_c3c5c5712c,3.0
C_ID_5bfa8386e4,10.0
C_ID_42dee4ad4c,8.0
C_ID_a1f6475ca9,2.0
C_ID_766999bf8d,3.0
C_ID_49668e09e0,6.0
C_ID_6c7e7d30e3,6.0
C_ID_3b2f883eb0,3.0
C_ID_cc01407614,2.0
C_ID_a18e30b1eb,4.0
C_ID_3ebc301d0e,5.0
C_ID_682f629771,6.0
C_ID_1ce1c8fd08,29.0
C_ID_3ecab32721,6.0
C_ID_2f92e57bd0,1.0
C_ID_2c84e53902,3.0
C_ID_a4709249b9,3.0
C_ID_4d551372d2,2.0
C_ID_0affe744ec,1.0
C_ID_081a2d66bb,7.0
C_ID_abde54563a,16.0
C_ID_794cb43dd8,9.0
C_ID_44422d6b3b,12.0
C_ID_3f956c9c86,4.0
C_ID_89b7f32f45,1.0
C_ID_f1963c48b7,7.0
C_ID_2d640c23af,9.0
C_ID_f54dc60f0c,4.0
C_ID_695b5694d4,6.0
C_ID_dc6dbbac5a,4.0
C_ID_23f74f766b,1.0
C_ID_a9d5945f16,8.0
C_ID_a5e487eab5,3.0
C_ID_689bae20b9,3.0
C_ID_614c9b78db,11.0
C_ID_4bed29d75c,5.0
C_ID_c24f7fe622,1.0
C_ID_f23fc48382,5.0
C_ID_56567d1012,6.0
C_ID_4b9accd123,3.0
C_ID_4a19efcda6,3.0
C_ID_1e9a8ec540,14.0
C_ID_eb59522c90,16.0
C_ID_2477d7300b,2.0
C_ID_a7fbe95a03,1.0
C_ID_d5417ca700,10.0
C_ID_e5f1e5b63b,9.0
C_ID_a33507ad7f,3.0
C_ID_6613baeb24,7.0
C_ID_596122e618,5.0
C_ID_1367ab2ba8,7.0
C_ID_59ccafd074,1.0
C_ID_4f2f651948,5.0
C_ID_ce05377752,6.0
C_ID_8d8d2c5eb9,5.0
C_ID_66060eb4c6,3.0
C_ID_249643ec74,14.0
C_ID_f440243c52,5.0
C_ID_8edcdb6abb,3.0
C_ID_5794227f3f,3.0
C_ID_1c33e0cfcb,13.0
C_ID_4712e8e0af,25.0
C_ID_da3da6f009,5.0
C_ID_215b98885e,1.0
C_ID_0ae08570f0,6.0
C_ID_36f60c8896,8.0
C_ID_c3c081209a,9.0
C_ID_860264165a,4.0
C_ID_c9b4d77e67,8.0
C_ID_4ccf532f19,42.0
C_ID_1f9ec0db71,2.0
C_ID_5e5c24bb1e,2.0
C_ID_de24c650d0,10.0
C_ID_75aacca668,14.0
C_ID_f8d794b28e,2.0
C_ID_bb3721fbda,4.0
C_ID_4afda400fe,2.0
C_ID_3ca228cff6,4.0
C_ID_6fe99a9bb9,6.0
C_ID_0a34290e36,3.0
C_ID_6af702670e,8.0
C_ID_76377d7669,9.0
C_ID_5667f15eb0,7.0
C_ID_bb099c0a73,4.0
C_ID_d092f536f2,7.0
C_ID_429d1726f0,2.0
C_ID_d5b79e763f,7.0
C_ID_7dec22b3ce,3.0
C_ID_a79e4001db,6.0
C_ID_1e47cdf861,6.0
C_ID_555cc5be9a,10.0
C_ID_b290bf8786,26.0
C_ID_e021b62f19,14.0
C_ID_d1bf2031d9,5.0
C_ID_3f4f3a32fc,6.0
C_ID_9f85cb6d76,10.0
C_ID_4be8b71ca4,3.0
C_ID_29be46e293,5.0
C_ID_19ad413449,8.0
C_ID_c18fa16c75,2.0
C_ID_4746780836,1.0
C_ID_ef90854a7a,2.0
C_ID_56936395dd,9.0
C_ID_e009e92f1c,8.0
C_ID_00a60d3efc,2.0
C_ID_37c4cee123,3.0
C_ID_26e52489ff,7.0
C_ID_cae529d922,3.0
C_ID_1d91f7c714,6.0
C_ID_a1fccb9473,3.0
C_ID_276c636f19,8.0
C_ID_32ea37bab6,3.0
C_ID_f0e38b0ff4,6.0
C_ID_cee020c7ae,3.0
C_ID_2ce7e6849a,2.0
C_ID_08ef00c1db,3.0
C_ID_5ce818e005,9.0
C_ID_d89dde4c29,9.0
C_ID_11098f7026,4.0
C_ID_39fb5ad31f,2.0
C_ID_a1649b7861,4.0
C_ID_b64efccb74,5.0
C_ID_6b69199f10,3.0
C_ID_bc47632915,4.0
C_ID_e4ec05d465,5.0
C_ID_afbf465933,7.0
C_ID_a32acb15b1,3.0
C_ID_768574917e,9.0
C_ID_1c7760c3b3,5.0
C_ID_d0070aa63a,5.0
C_ID_0b9b794588,8.0
C_ID_e96a16b062,1.0
C_ID_d36354bbeb,4.0
C_ID_f8287c3bd0,8.0
C_ID_cebf6c5d3d,3.0
C_ID_c4ddc8beb8,2.0
C_ID_c1a1463f6c,2.0
C_ID_a2915c6cf6,4.0
C_ID_01a4ef5cde,9.0
C_ID_3ee9be5c49,6.0
C_ID_5614c96f2d,3.0
C_ID_c9091a8a57,4.0
C_ID_1311f8caaf,8.0
C_ID_32262be1f7,11.0
C_ID_f0112be942,1.0
C_ID_63f60d43a7,6.0
C_ID_638f758cab,6.0
C_ID_9bd0beaf46,5.0
C_ID_dbcc712ba9,1.0
C_ID_34c41b728e,5.0
C_ID_12cd3d2940,8.0
C_ID_ea51d385a3,5.0
C_ID_4800510553,16.0
C_ID_2b62f58009,3.0
C_ID_4dd8800b67,8.0
C_ID_bbd8098516,7.0
C_ID_9757438314,7.0
C_ID_88c8b5329f,5.0
C_ID_537dd1e7df,5.0
C_ID_6d8d092c01,3.0
C_ID_868fa2d467,2.0
C_ID_f64be5326c,10.0
C_ID_293eff1d9b,5.0
C_ID_8f772351f8,10.0
C_ID_1f3f551137,3.0
C_ID_ed4478e1bc,2.0
C_ID_016648d8b1,2.0
C_ID_35dc92a541,2.0
C_ID_7d43223d79,3.0
C_ID_3953a3cb80,1.0
C_ID_36e2b3d7bd,6.0
C_ID_6525a81f1d,1.0
C_ID_0d432f7cc3,6.0
C_ID_13fbde52ec,9.0
C_ID_0da38e8cf9,3.0
C_ID_53e89b1f9b,1.0
C_ID_3f70c3bcce,3.0
C_ID_d512666113,7.0
C_ID_6f8124d83b,1.0
C_ID_f6e7fc5cf2,6.0
C_ID_759417f1d0,2.0
C_ID_edd907aeeb,24.0
C_ID_8605c07325,12.0
C_ID_c2e6b97983,7.0
C_ID_509b3423a3,3.0
C_ID_d952e87c29,3.0
C_ID_ede84f4d82,2.0
C_ID_aa0e7f71de,6.0
C_ID_0a84862b25,4.0
C_ID_cb888a63ca,2.0
C_ID_1d1ad97f32,10.0
C_ID_80e8c7660a,5.0
C_ID_58fd298ed3,4.0
C_ID_b516255234,16.0
C_ID_c521475965,3.0
C_ID_9193db8fc1,2.0
C_ID_888dac9799,9.0
C_ID_799c563ebc,1.0
C_ID_9f5b02684b,7.0
C_ID_a91fd36eba,6.0
C_ID_61207f89c2,8.0
C_ID_1fa0c5ddbe,10.0
C_ID_2339312bc1,3.0
C_ID_e1a35788df,4.0
C_ID_6350d47781,10.0
C_ID_2b281bc818,5.0
C_ID_25fd5d7f0e,5.0
C_ID_3d8f401b41,4.0
C_ID_a50d48bf11,8.0
C_ID_549aae44e8,3.0
C_ID_c98c58f65a,7.0
C_ID_87a3b8d7de,4.0
C_ID_a7921d0444,3.0
C_ID_b2cb17b711,14.0
C_ID_01130f6661,5.0
C_ID_05181ab00b,3.0
C_ID_b2d2d4fe11,4.0
C_ID_85ccc40b45,2.0
C_ID_7b045eaa73,7.0
C_ID_3dd31939d7,7.0
C_ID_e0c0a11cb4,2.0
C_ID_a6573308cf,10.0
C_ID_d762d5c30b,3.0
C_ID_8cd5360412,5.0
C_ID_67886bb939,14.0
C_ID_b0fb49e7da,4.0
C_ID_183782a7c0,3.0
C_ID_38fbfa19f3,4.0
C_ID_e3adbade54,4.0
C_ID_5ecf80c0b7,3.0
C_ID_5117dabb82,9.0
C_ID_884b1c44f4,6.0
C_ID_fd6a02c0f8,6.0
C_ID_adea76190f,8.0
C_ID_96a871fa4d,8.0
C_ID_4b43f82cbf,6.0
C_ID_18e2a92493,8.0
C_ID_8f6a8be38f,9.0
C_ID_f13378846f,9.0
C_ID_3efbdb2446,4.0
C_ID_afd420d37b,3.0
C_ID_022f3f0d5b,7.0
C_ID_344b2fc1f1,12.0
C_ID_e89a5873ac,5.0
C_ID_7f5e646a3c,10.0
C_ID_f4fa358de0,6.0
C_ID_1d4668ab66,3.0
C_ID_7dca81e0f1,31.0
C_ID_125b2d5e64,5.0
C_ID_74204306cd,1.0
C_ID_2ffcdb06a8,8.0
C_ID_4b4e79bd89,9.0
C_ID_365bd1a6d9,2.0
C_ID_6f13c84d34,4.0
C_ID_ddf028cc10,8.0
C_ID_d5f5db12b9,6.0
C_ID_f177a3a8f4,5.0
C_ID_489b3bde4f,3.0
C_ID_ce763ac4fd,1.0
C_ID_9cb09c9faa,9.0
C_ID_e61fc844d8,2.0
C_ID_6d08294fae,8.0
C_ID_105ad8c157,2.0
C_ID_f5239d71bb,6.0
C_ID_051246ceac,9.0
C_ID_83e236c900,7.0
C_ID_c5334e4dca,3.0
